movie_id,language,english_name
7551,en,English
392781,de,German
306340,da,Danish
285975,en,English
285975,es,Spanish
285975,fr,French
7553,en,English
7553,ru,Russian
179796,ro,Romanian
66155,de,German
242888,en,English
242888,fr,French
505036,it,Italian
179783,ko,Korean
23830,en,English
44196,en,English
66150,en,English
44198,en,English
23847,en,English
66151,fr,French
505058,en,English
505058,id,Indonesian
505058,ja,Japanese
568483,fr,French
179826,en,English
7552,es,Spanish
7552,en,English
130642,de,German
392790,tl,Tagalog
66163,cn,Cantonese
23834,ko,Korean
392770,it,Italian
767196,ru,Russian
355496,ru,Russian
66160,zh,Mandarin
392788,fr,French
392788,el,Greek
285992,it,Italian
130641,de,German
130641,fr,French
130641,en,English
505060,en,English
441967,de,German
441967,en,English
269747,en,English
269747,pa,Punjabi
306342,sn,Shona
44201,en,English
179798,en,English
285994,it,Italian
285995,en,English
285995,id,Indonesian
531841,es,Spanish
7555,en,English
7555,my,Burmese
7555,th,Thai
617644,en,English
93350,en,English
44202,en,English
441957,ru,Russian
269776,es,Spanish
269776,fr,French
328309,da,Danish
568487,de,German
93344,en,English
242911,te,Telugu
23853,en,English
66164,en,English
130647,fr,French
66167,zh,Mandarin
242928,es,Spanish
93320,en,English
93320,hi,Hindi
441971,de,German
441971,en,English
355506,en,English
269785,zh,Mandarin
269785,ja,Japanese
269785,en,English
441974,de,German
441974,pt,Portuguese
794070,it,Italian
355522,ja,Japanese
505089,fr,French
392791,fa,Persian
23855,en,English
23855,pt,Portuguese
23854,pt,Portuguese
44211,it,Italian
44214,en,English
44214,fr,French
44214,it,Italian
66171,cn,Cantonese
66171,zh,Mandarin
328319,ar,Arabic
617669,el,Greek
392794,fr,French
392794,en,English
286000,es,Spanish
392795,ja,Japanese
179843,de,German
269791,cn,Cantonese
442000,ml,Malayalam
66176,en,English
66176,fr,French
242951,zh,Mandarin
269795,en,English
767257,de,German
767257,fr,French
767257,ro,Romanian
767257,hu,Hungarian
23857,fr,French
392796,ar,Arabic
392796,he,Hebrew
441996,en,English
269796,id,Indonesian
355525,tr,Turkish
44217,zh,Mandarin
44219,en,English
93383,en,English
242978,ko,Korean
392798,de,German
442056,en,English
442056,zh,Mandarin
442056,de,German
442056,nl,Dutch
66179,it,Italian
286003,en,English
505143,ru,Russian
328324,nl,Dutch
44221,en,English
1056233,it,Italian
392800,ar,Arabic
392800,fr,French
1029447,ru,Russian
531949,en,English
355528,pt,Portuguese
286012,es,Spanish
179917,tl,Tagalog
179917,en,English
44223,en,English
44223,de,German
66183,en,English
93387,cn,Cantonese
93387,zh,Mandarin
93387,en,English
392801,fr,French
269849,en,English
442065,en,English
505175,hi,Hindi
66186,en,English
44224,en,English
442094,en,English
66185,it,Italian
286015,es,Spanish
269877,de,German
355536,en,English
392803,fr,French
879831,es,Spanish
179944,cn,Cantonese
505177,en,English
505201,en,English
286017,de,German
286017,en,English
286017,fr,French
44226,it,Italian
93394,en,English
93394,fr,French
392804,he,Hebrew
392809,es,Spanish
392807,en,English
392807,fi,Finnish
505192,ja,Japanese
879840,es,Spanish
179956,fr,French
44233,es,Spanish
44233,en,English
505204,en,English
505204,de,German
66188,fr,French
286018,es,Spanish
66187,fr,French
7734,de,German
44241,fr,French
830672,zh,Mandarin
548164,en,English
617698,ru,Russian
66189,de,German
442123,it,Italian
392812,ro,Romanian
442126,it,Italian
505205,de,German
505205,en,English
505205,it,Italian
505205,es,Spanish
7735,de,German
7737,en,English
44246,de,German
44246,tr,Turkish
286022,es,Spanish
66192,en,English
355557,ru,Russian
93412,cn,Cantonese
392814,pl,Polish
442133,de,German
392816,it,Italian
243101,fr,French
442185,en,English
532063,en,English
532063,is,Icelandic
532063,pt,Portuguese
532063,sv,Swedish
44247,en,English
505273,en,English
505273,de,German
505273,it,Italian
532051,be,Belarusian
328337,he,Hebrew
617708,es,Spanish
548176,es,Spanish
66194,en,English
704331,ru,Russian
44248,en,English
44248,hi,Hindi
548182,es,Spanish
7797,de,German
7797,sa,Sanskrit
7797,es,Spanish
7797,en,English
7797,it,Italian
7797,fr,French
392817,ru,Russian
617710,ar,Arabic
66195,en,English
548184,es,Spanish
44249,en,English
44249,cn,Cantonese
44249,zh,Mandarin
44249,ja,Japanese
392818,en,English
180048,en,English
180048,ml,Malayalam
355576,en,English
355576,de,German
243139,en,English
442197,pt,Portuguese
532097,en,English
532097,nl,Dutch
44250,ru,Russian
44250,en,English
568534,fr,French
328341,es,Spanish
269955,ko,Korean
392820,en,English
355582,es,Spanish
355582,gn,Guarani
328345,tr,Turkish
130677,en,English
548188,es,Spanish
269961,en,English
269961,fr,French
269961,de,German
269961,he,Hebrew
269961,ru,Russian
23898,ru,Russian
93440,ru,Russian
44252,it,Italian
180056,en,English
180056,he,Hebrew
130679,de,German
243142,nl,Dutch
66212,en,English
66212,cn,Cantonese
23903,en,English
392824,it,Italian
306396,zh,Mandarin
66211,en,English
66217,cn,Cantonese
180081,he,Hebrew
505307,es,Spanish
180069,he,Hebrew
532110,ar,Arabic
243149,th,Thai
180083,he,Hebrew
44254,en,English
355594,es,Spanish
532108,ar,Arabic
532108,es,Spanish
130694,de,German
392832,it,Italian
1029595,bg,Bulgarian
23908,en,English
23908,de,German
269974,da,Danish
93457,en,English
93457,pt,Portuguese
1029602,it,Italian
93447,he,Hebrew
23916,en,English
130712,en,English
130712,fr,French
532112,es,Spanish
442234,pt,Portuguese
505321,it,Italian
442236,en,English
442236,es,Spanish
286052,pt,Portuguese
23919,en,English
269976,da,Danish
180088,he,Hebrew
532126,ru,Russian
548204,en,English
617749,de,German
44260,en,English
328368,en,English
130724,en,English
44259,en,English
355601,ja,Japanese
355595,ja,Japanese
130731,de,German
130731,en,English
130731,fr,French
130718,he,Hebrew
505351,en,English
392848,ms,Malay
767524,fr,French
66241,ta,Tamil
617753,ru,Russian
7839,en,English
243270,es,Spanish
328387,en,English
180097,en,English
44263,cn,Cantonese
44263,zh,Mandarin
180099,he,Hebrew
44267,cn,Cantonese
180117,de,German
180117,en,English
66247,ta,Tamil
505362,es,Spanish
130737,en,English
130737,ki,Kikuyu
130737,sw,Swahili
7840,en,English
7840,pt,Portuguese
328391,ms,Malay
548207,es,Spanish
130738,ro,Romanian
44264,en,English
879908,fr,French
392871,de,German
243233,en,English
243233,de,German
243233,pl,Polish
243233,ru,Russian
1072516,zh,Mandarin
93465,zh,Mandarin
93465,cn,Cantonese
130739,en,English
130739,de,German
442249,en,English
269990,en,English
66256,ta,Tamil
7859,en,English
44265,en,English
532135,hy,Armenian
44278,en,English
44278,he,Hebrew
269982,cs,Czech
548221,fa,Persian
328422,en,English
130741,de,German
66260,ta,Tamil
442256,fr,French
23923,en,English
442266,fr,French
7860,ar,Arabic
7860,en,English
7860,he,Hebrew
328402,hi,Hindi
505423,en,English
44281,ar,Arabic
392878,en,English
269997,en,English
269997,it,Italian
328425,en,English
44266,en,English
286082,es,Spanish
617776,pt,Portuguese
355613,fr,French
328411,en,English
328411,ru,Russian
130745,en,English
130736,de,German
442267,fr,French
7862,en,English
7862,he,Hebrew
7862,ru,Russian
7862,de,German
44268,it,Italian
7857,el,Greek
7857,it,Italian
286086,zh,Mandarin
286086,cn,Cantonese
505436,fr,French
23939,en,English
328429,en,English
355615,ro,Romanian
23947,sv,Swedish
270002,fi,Finnish
44269,fr,French
442331,es,Spanish
442270,fr,French
44273,en,English
44273,de,German
44273,sw,Swahili
328416,en,English
328446,en,English
243362,pt,Portuguese
328421,ro,Romanian
548236,es,Spanish
617768,en,English
617768,he,Hebrew
617768,yi,Yiddish
130753,de,German
548230,es,Spanish
505513,en,English
505513,zh,Mandarin
23941,ru,Russian
23941,en,English
7861,ru,Russian
7861,hi,Hindi
7861,en,English
93487,cn,Cantonese
505527,es,Spanish
505514,fa,Persian
23943,en,English
44282,es,Spanish
180147,es,Spanish
243451,pt,Portuguese
66282,ta,Tamil
130744,de,German
7870,en,English
7870,it,Italian
505579,en,English
23951,en,English
23951,de,German
23951,fr,French
23951,ja,Japanese
617781,es,Spanish
23945,en,English
180157,ca,Catalan
180157,es,Spanish
130748,de,German
243455,de,German
243455,lv,Latvian
505544,tr,Turkish
270005,en,English
93525,bn,Bengali
617782,bm,Bambara
617782,fr,French
617782,ha,Hausa
617782,ti,Tigrinya
617782,en,English
590586,el,Greek
442353,en,English
442353,it,Italian
442353,pt,Portuguese
130747,de,German
270007,en,English
180159,es,Spanish
44295,en,English
7872,ur,Urdu
7872,en,English
93531,bn,Bengali
7863,en,English
7863,yi,Yiddish
130752,pl,Polish
180211,de,German
180211,ar,Arabic
180211,he,Hebrew
44284,ar,Arabic
44284,fr,French
23949,en,English
243459,fr,French
590603,he,Hebrew
44287,en,English
7873,en,English
7873,es,Spanish
7873,ko,Korean
44297,en,English
44297,sw,Swahili
44297,hu,Hungarian
44297,it,Italian
442314,en,English
93532,cn,Cantonese
355656,it,Italian
617784,en,English
243462,en,English
243442,it,Italian
505581,es,Spanish
7874,en,English
44289,en,English
270009,zh,Mandarin
617786,en,English
23957,en,English
270014,he,Hebrew
1029873,fr,French
44298,en,English
44298,he,Hebrew
243463,pt,Portuguese
328448,en,English
93510,it,Italian
93510,en,English
180219,es,Spanish
392907,it,Italian
130798,de,German
590617,de,German
442336,es,Spanish
93547,es,Spanish
270010,ar,Arabic
270010,en,English
66332,ta,Tamil
7871,en,English
704488,es,Spanish
23954,fr,French
23954,en,English
328528,hu,Hungarian
130802,en,English
130774,en,English
130774,fr,French
93548,es,Spanish
286093,id,Indonesian
66340,ta,Tamil
830730,de,German
442370,hu,Hungarian
130794,be,Belarusian
130794,ru,Russian
243475,pt,Portuguese
66342,te,Telugu
93513,en,English
505593,fr,French
44320,es,Spanish
23963,hy,Armenian
23963,en,English
23963,fr,French
93540,en,English
130754,en,English
130754,ja,Japanese
130800,zh,Mandarin
355719,de,German
355719,en,English
355719,fr,French
180223,en,English
180204,es,Spanish
505638,de,German
93519,hi,Hindi
532163,en,English
532182,es,Spanish
180205,es,Spanish
44316,en,English
44316,he,Hebrew
44316,de,German
93582,cn,Cantonese
93582,fr,French
93582,ja,Japanese
548238,sl,Slovenian
532164,sv,Swedish
23966,en,English
44300,he,Hebrew
392913,it,Italian
66389,ta,Tamil
23962,fr,French
355727,en,English
355727,ms,Malay
355727,ml,Malayalam
355727,zh,Mandarin
355727,cn,Cantonese
505600,en,English
505600,zh,Mandarin
505600,es,Spanish
130804,bg,Bulgarian
180272,ja,Japanese
180252,ko,Korean
44306,fr,French
130824,en,English
328483,en,English
243474,pt,Portuguese
270056,es,Spanish
548242,es,Spanish
130826,en,English
44308,fr,French
44308,en,English
23964,en,English
44321,de,German
44321,es,Spanish
44329,en,English
44329,he,Hebrew
44309,he,Hebrew
130810,es,Spanish
130833,de,German
617887,zh,Mandarin
617887,en,English
617887,es,Spanish
286101,fr,French
534228,es,Spanish
243531,en,English
243531,ru,Russian
306454,fr,French
44337,ar,Arabic
44337,en,English
66402,ta,Tamil
66352,ta,Tamil
93622,en,English
505618,en,English
505618,es,Spanish
1029942,it,Italian
392978,en,English
532197,zh,Mandarin
180296,en,English
93580,zh,Mandarin
93580,ta,Tamil
93580,en,English
590703,gn,Guarani
590703,it,Italian
590703,es,Spanish
1029968,ar,Arabic
442419,it,Italian
442419,es,Spanish
180267,tl,Tagalog
23965,en,English
23965,de,German
392979,en,English
286111,fr,French
44322,zh,Mandarin
548257,en,English
392955,en,English
44345,en,English
442452,es,Spanish
180271,hi,Hindi
243538,de,German
44346,de,German
44346,en,English
44346,zh,Mandarin
44346,cn,Cantonese
180299,ar,Arabic
180299,id,Indonesian
180299,ja,Japanese
180299,en,English
306469,ml,Malayalam
442453,es,Spanish
23967,en,English
23967,fr,French
23967,it,Italian
23967,es,Spanish
44340,en,English
130873,en,English
130873,de,German
44326,en,English
66447,fr,French
1092928,is,Icelandic
534238,fr,French
355772,en,English
243526,en,English
532210,ar,Arabic
130875,en,English
328593,tr,Turkish
505723,fr,French
7913,en,English
7913,hi,Hindi
7913,pa,Punjabi
442438,da,Danish
130867,ar,Arabic
130867,fr,French
66454,en,English
66454,es,Spanish
328589,en,English
243578,pt,Portuguese
393026,pt,Portuguese
548269,es,Spanish
270080,en,English
270059,es,Spanish
328594,ja,Japanese
704607,fr,French
306482,en,English
306507,ru,Russian
23989,de,German
23996,en,English
617914,es,Spanish
355783,en,English
66461,es,Spanish
66461,fr,French
66461,en,English
66461,pt,Portuguese
180318,en,English
66446,fr,French
270083,bm,Bambara
505749,fi,Finnish
505749,sv,Swedish
810415,fa,Persian
7916,en,English
505747,fr,French
532231,cs,Czech
130890,de,German
392982,en,English
130891,de,German
130891,en,English
130891,es,Spanish
180305,en,English
66469,en,English
355786,kn,Kannada
23997,en,English
617931,ru,Russian
243544,nl,Dutch
505774,en,English
23985,en,English
180341,en,English
24000,en,English
7944,en,English
66448,fr,French
180347,ar,Arabic
66470,en,English
130853,ja,Japanese
505706,de,German
505706,el,Greek
505706,it,Italian
93669,fr,French
130892,de,German
24001,en,English
270089,da,Danish
532211,lv,Latvian
93672,fr,French
355774,pt,Portuguese
243649,fr,French
243649,ln,Lingala
243649,sv,Swedish
180348,en,English
23986,ga,Irish
23986,en,English
23986,he,Hebrew
505707,en,English
505707,mn,Mongolian
270094,it,Italian
243656,pt,Portuguese
270077,el,Greek
270104,en,English
617961,de,German
23988,en,English
44372,he,Hebrew
704642,it,Italian
328626,pt,Portuguese
24016,ar,Arabic
24016,en,English
24016,fr,French
180314,en,English
180314,es,Spanish
243664,pt,Portuguese
44352,fr,French
44352,en,English
270109,en,English
270109,id,Indonesian
24021,en,English
44363,en,English
393061,en,English
44373,en,English
23990,fr,French
23990,en,English
23990,it,Italian
270110,tr,Turkish
44376,en,English
44376,fr,French
355784,en,English
93679,es,Spanish
66485,en,English
7942,en,English
7942,pt,Portuguese
180358,pa,Punjabi
286166,fr,French
442485,fr,French
180361,de,German
548311,ru,Russian
243670,en,English
44366,he,Hebrew
655206,zh,Mandarin
24022,es,Spanish
44367,en,English
44367,hi,Hindi
243636,en,English
7972,en,English
66519,kn,Kannada
66519,te,Telugu
7975,en,English
7975,fi,Finnish
44379,fr,French
44369,tl,Tagalog
66526,ta,Tamil
66474,en,English
66487,es,Spanish
66487,en,English
130893,de,German
130893,tr,Turkish
1030120,az,Azerbaijani
1030120,ru,Russian
24024,sv,Swedish
66475,en,English
130922,zh,Mandarin
44382,en,English
655184,de,German
24025,en,English
24025,sv,Swedish
180371,pt,Portuguese
93676,en,English
93676,ja,Japanese
93676,it,Italian
44381,en,English
505839,it,Italian
505839,sh,Serbo-Croatian
393060,en,English
93708,en,English
66530,ta,Tamil
130917,de,German
130917,en,English
393070,ko,Korean
93685,nl,Dutch
24023,sv,Swedish
7978,en,English
7978,ro,Romanian
306529,it,Italian
442509,de,German
355890,en,English
505840,es,Spanish
617981,es,Spanish
7979,pt,Portuguese
7979,ps,Pushto
7979,ru,Russian
7979,en,English
7979,ur,Urdu
393079,fr,French
243676,it,Italian
393074,ru,Russian
180410,es,Spanish
243683,en,English
180407,en,English
306523,it,Italian
7980,en,English
7984,en,English
66537,fr,French
44388,en,English
355850,hu,Hungarian
66541,fr,French
505841,en,English
505841,sh,Serbo-Croatian
243684,en,English
24030,no,Norwegian
130935,fr,French
180420,fr,French
7973,fr,French
7973,ar,Arabic
44389,en,English
505848,sh,Serbo-Croatian
442540,fi,Finnish
130936,en,English
93754,en,English
24032,en,English
328672,fr,French
328672,ja,Japanese
130948,it,Italian
618010,vi,Vietnamese
7985,en,English
130926,it,Italian
44394,en,English
44394,he,Hebrew
880168,zh,Mandarin
505850,it,Italian
505850,sh,Serbo-Croatian
24029,en,English
24038,en,English
93764,en,English
93764,tl,Tagalog
66545,fr,French
130953,en,English
66538,fr,French
442583,en,English
442583,fi,Finnish
442583,hu,Hungarian
286184,cn,Cantonese
93750,ja,Japanese
180440,fr,French
7992,en,English
7992,fa,Persian
7992,pl,Polish
7992,ru,Russian
180418,es,Spanish
306547,li,Limburgish
306547,nl,Dutch
24041,en,English
243699,it,Italian
66546,fr,French
243717,en,English
93753,en,English
93770,it,Italian
286186,de,German
7987,de,German
243716,it,Italian
306555,it,Italian
8005,es,Spanish
8005,en,English
24037,ko,Korean
66552,fr,French
306543,nl,Dutch
66547,fr,French
130962,de,German
130962,en,English
130962,it,Italian
130962,ru,Russian
93777,de,German
7988,en,English
393104,sq,Albanian
393104,it,Italian
442584,it,Italian
505859,sl,Slovenian
355922,fr,French
8007,cs,Czech
8007,en,English
8007,es,Spanish
8007,sh,Serbo-Croatian
44403,en,English
505861,en,English
505861,it,Italian
505861,sh,Serbo-Croatian
286190,cs,Czech
1229028,it,Italian
328697,tr,Turkish
130959,de,German
130959,es,Spanish
24048,en,English
505870,en,English
505870,sh,Serbo-Croatian
130964,de,German
180441,tr,Turkish
505887,ru,Russian
44408,fr,French
66557,de,German
44412,en,English
8010,en,English
44414,en,English
8011,en,English
355923,en,English
355923,fr,French
44415,en,English
180504,nl,Dutch
8008,en,English
44413,es,Spanish
442659,en,English
66559,fr,French
505896,sr,Serbian
505896,hr,Croatian
66556,fr,French
66556,en,English
355930,he,Hebrew
355930,yi,Yiddish
24053,en,English
8012,en,English
24056,en,English
243752,en,English
66566,en,English
8009,en,English
532295,bg,Bulgarian
966889,ja,Japanese
355953,zh,Mandarin
24049,ta,Tamil
130976,en,English
130976,es,Spanish
180526,es,Spanish
328716,ko,Korean
655253,bn,Bengali
8014,hi,Hindi
8014,ja,Japanese
355944,ca,Catalan
355960,ja,Japanese
328718,fr,French
328718,en,English
328718,it,Italian
130971,es,Spanish
655268,de,German
655268,lt,Lithuanian
655268,ru,Russian
24051,en,English
442672,he,Hebrew
93826,en,English
130973,el,Greek
618089,es,Spanish
393131,en,English
270170,sh,Serbo-Croatian
66565,bg,Bulgarian
328720,it,Italian
568709,id,Indonesian
618120,en,English
306564,pt,Portuguese
44416,en,English
505941,en,English
505941,fr,French
505941,pt,Portuguese
618095,es,Spanish
243794,en,English
243794,de,German
180562,he,Hebrew
130975,en,English
532315,es,Spanish
532318,az,Azerbaijani
66579,ro,Romanian
568700,pt,Portuguese
24065,en,English
505948,en,English
243767,ko,Korean
93833,fr,French
8046,en,English
24059,en,English
24059,fr,French
442708,en,English
442708,ru,Russian
8047,es,Spanish
306562,es,Spanish
24066,en,English
24070,en,English
243776,ja,Japanese
44423,zh,Mandarin
44423,en,English
44426,en,English
8015,de,German
66584,fr,French
66588,en,English
24060,ar,Arabic
24060,es,Spanish
24060,en,English
130993,en,English
393169,it,Italian
44419,fr,French
44419,nl,Dutch
442709,en,English
306573,de,German
505936,id,Indonesian
24068,en,English
180566,he,Hebrew
24063,en,English
44425,hi,Hindi
442712,ar,Arabic
442712,de,German
442712,en,English
442712,fr,French
505954,de,German
505954,ru,Russian
93828,en,English
180561,sv,Swedish
93847,fr,French
8049,fr,French
548352,ko,Korean
505972,es,Spanish
131027,hu,Hungarian
130987,fr,French
24073,en,English
66591,de,German
393172,en,English
393134,hu,Hungarian
243850,en,English
8043,en,English
66592,de,German
66592,it,Italian
66592,en,English
286217,en,English
286217,zh,Mandarin
8051,en,English
44424,cn,Cantonese
44424,zh,Mandarin
93837,en,English
180570,he,Hebrew
66595,de,German
66595,en,English
66595,es,Spanish
393171,en,English
505953,en,English
8052,en,English
243856,en,English
66596,fr,French
66585,de,German
286219,de,German
93840,fr,French
8053,en,English
8053,es,Spanish
44435,en,English
131012,hu,Hungarian
44440,en,English
93855,it,Italian
393184,de,German
393184,ar,Arabic
180565,he,Hebrew
243866,en,English
243873,ms,Malay
24071,en,English
8048,it,Italian
8054,en,English
8054,ru,Russian
8054,fr,French
442714,de,German
66597,en,English
355993,ja,Japanese
356000,es,Spanish
93856,uk,Ukrainian
93856,ru,Russian
93856,en,English
93856,it,Italian
505985,sq,Albanian
393186,it,Italian
93851,fr,French
243880,de,German
24077,en,English
24077,de,German
853028,en,English
44434,en,English
286218,de,German
180573,he,Hebrew
355998,zh,Mandarin
355998,en,English
355998,ja,Japanese
355998,ko,Korean
355998,ms,Malay
355998,th,Thai
131047,en,English
306598,ko,Korean
180571,he,Hebrew
93858,en,English
93858,pl,Polish
93858,pt,Portuguese
131034,en,English
131034,hu,Hungarian
131034,ru,Russian
328743,en,English
243881,ar,Arabic
243881,es,Spanish
24075,en,English
44442,pl,Polish
655339,es,Spanish
243884,fa,Persian
8056,fr,French
8056,de,German
180577,ro,Romanian
44465,en,English
180583,he,Hebrew
967019,zh,Mandarin
8055,en,English
8055,de,German
8055,el,Greek
8055,la,Latin
8059,de,German
24078,en,English
24084,en,English
8057,en,English
66599,en,English
180591,he,Hebrew
618164,es,Spanish
66600,en,English
24081,en,English
24081,de,German
24081,es,Spanish
328739,en,English
131056,hu,Hungarian
93872,en,English
655337,es,Spanish
243887,ar,Arabic
243887,he,Hebrew
243887,ru,Russian
8060,en,English
306609,ru,Russian
506025,en,English
44467,he,Hebrew
506043,fr,French
24080,en,English
180631,en,English
44458,zh,Mandarin
66607,en,English
66607,ar,Arabic
66607,es,Spanish
66607,ru,Russian
66607,tr,Turkish
618161,es,Spanish
66601,en,English
328752,fr,French
131077,hu,Hungarian
93877,en,English
93877,es,Spanish
532340,pt,Portuguese
131062,hu,Hungarian
967077,he,Hebrew
506053,zh,Mandarin
131053,hu,Hungarian
44470,en,English
568754,id,Indonesian
328747,fr,French
24090,en,English
131063,it,Italian
180651,ko,Korean
8063,en,English
8063,it,Italian
8063,ru,Russian
8062,de,German
8065,en,English
306615,cs,Czech
131096,en,English
131096,ja,Japanese
131096,th,Thai
131080,hu,Hungarian
618176,kn,Kannada
180654,fr,French
967073,it,Italian
8066,en,English
93898,zh,Mandarin
93898,en,English
93898,cn,Cantonese
506068,de,German
506068,en,English
243912,ja,Japanese
328753,fr,French
93901,es,Spanish
286231,pt,Portuguese
180662,pt,Portuguese
393242,fr,French
356035,sh,Serbo-Croatian
8067,en,English
243927,de,German
243919,zh,Mandarin
286240,id,Indonesian
8064,de,German
8064,tr,Turkish
328756,nl,Dutch
328756,en,English
328756,de,German
393250,ar,Arabic
393250,he,Hebrew
356053,ru,Russian
66608,en,English
24099,en,English
568773,es,Spanish
442811,es,Spanish
442811,fr,French
356040,sh,Serbo-Croatian
506064,et,Estonian
93915,es,Spanish
243934,es,Spanish
8068,en,English
44479,en,English
180679,en,English
24100,en,English
66609,fa,Persian
8069,en,English
8069,fr,French
393257,ar,Arabic
393257,en,English
393257,de,German
393257,fa,Persian
393257,es,Spanish
548381,tr,Turkish
618208,st,Sotho
8070,fr,French
8070,it,Italian
180688,en,English
286239,en,English
286239,id,Indonesian
180701,it,Italian
8071,en,English
8071,fr,French
568769,it,Italian
44482,en,English
44493,en,English
393253,fr,French
442845,ko,Korean
534273,de,German
534273,en,English
534273,fr,French
534273,ru,Russian
548393,ar,Arabic
548393,tr,Turkish
243935,en,English
532354,da,Danish
44489,en,English
44497,en,English
44499,en,English
306644,en,English
66616,es,Spanish
66616,en,English
618215,it,Italian
66617,en,English
8076,de,German
393262,en,English
131124,ko,Korean
66634,en,English
568789,en,English
568789,de,German
180680,hi,Hindi
243938,en,English
393264,bn,Bengali
66638,en,English
44490,en,English
244007,en,English
356079,en,English
328763,en,English
131128,fr,French
24103,en,English
24109,en,English
93934,fr,French
93934,es,Spanish
286258,pt,Portuguese
393260,es,Spanish
442866,pl,Polish
442866,en,English
66644,bn,Bengali
66644,ko,Korean
93922,en,English
8077,en,English
244033,en,English
286256,en,English
286256,pt,Portuguese
243940,en,English
8080,en,English
24104,en,English
244025,te,Telugu
618225,en,English
618225,es,Spanish
618214,en,English
618214,ar,Arabic
8078,en,English
24113,en,English
270221,en,English
131116,pl,Polish
590917,da,Danish
618224,ar,Arabic
93941,es,Spanish
180767,en,English
244003,de,German
270229,de,German
506176,ar,Arabic
532352,hu,Hungarian
24122,en,English
286250,hi,Hindi
286250,en,English
286250,es,Spanish
286250,ca,Catalan
8079,hi,Hindi
8079,en,English
442918,en,English
618233,tl,Tagalog
618221,pl,Polish
93937,en,English
393306,en,English
393306,it,Italian
180719,it,Italian
568790,fr,French
66635,fr,French
66659,en,English
131134,en,English
286266,en,English
286266,pt,Portuguese
244024,en,English
244024,zh,Mandarin
24115,en,English
244039,eu,Basque
244039,en,English
442896,en,English
306650,en,English
44502,en,English
44502,pt,Portuguese
66645,fr,French
442951,en,English
442951,el,Greek
393277,ru,Russian
180790,en,English
8094,en,English
8094,la,Latin
66643,bn,Bengali
44511,zh,Mandarin
44511,he,Hebrew
328812,es,Spanish
393301,en,English
131156,hi,Hindi
356096,es,Spanish
328820,en,English
768324,es,Spanish
506177,fr,French
506177,es,Spanish
8088,es,Spanish
8088,en,English
618243,zh,Mandarin
618243,bo,Tibetan
44507,en,English
44512,he,Hebrew
393330,el,Greek
24116,fr,French
24116,en,English
24116,cs,Czech
131172,en,English
44524,de,German
44524,en,English
44524,fr,French
328796,en,English
768325,es,Spanish
618245,en,English
618245,uk,Ukrainian
24124,en,English
768322,es,Spanish
356092,es,Spanish
66657,cn,Cantonese
66657,zh,Mandarin
442943,en,English
131173,it,Italian
24123,en,English
8090,en,English
286279,de,German
356090,en,English
356090,fi,Finnish
356090,fr,French
590975,ru,Russian
768320,es,Spanish
442947,ru,Russian
8092,en,English
66664,en,English
44513,ru,Russian
506220,en,English
356094,de,German
24137,en,English
180804,he,Hebrew
24126,en,English
618253,en,English
618253,it,Italian
44516,es,Spanish
568801,fr,French
8141,en,English
131176,it,Italian
180806,he,Hebrew
66667,en,English
705113,en,English
8093,mn,Mongolian
244046,ko,Korean
44539,fr,French
24128,en,English
24128,fr,French
131180,de,German
44517,es,Spanish
244048,en,English
328839,de,German
131209,ru,Russian
24129,sv,Swedish
180810,en,English
24131,en,English
24143,nl,Dutch
270246,ja,Japanese
270246,ru,Russian
131185,en,English
131185,tl,Tagalog
24133,en,English
618260,es,Spanish
618260,fr,French
618260,en,English
618260,de,German
44520,de,German
44520,he,Hebrew
44520,pl,Polish
44520,ru,Russian
44520,sk,Slovak
93961,en,English
590986,fr,French
180815,ar,Arabic
180815,en,English
180815,he,Hebrew
66682,fr,French
244049,ml,Malayalam
393356,de,German
286290,tr,Turkish
131194,es,Spanish
131194,en,English
590969,en,English
244057,nl,Dutch
24149,en,English
131192,ru,Russian
44529,ar,Arabic
44529,en,English
44529,hi,Hindi
618270,el,Greek
532392,ru,Russian
356107,es,Spanish
131220,en,English
180822,he,Hebrew
180816,he,Hebrew
244122,en,English
44531,fr,French
244054,de,German
244054,nl,Dutch
270302,en,English
393345,en,English
44549,hi,Hindi
44549,en,English
270249,ru,Russian
244078,es,Spanish
66706,en,English
180821,he,Hebrew
180861,it,Italian
8129,en,English
66695,fr,French
131223,hu,Hungarian
131198,fr,French
618255,ar,Arabic
131206,ru,Russian
8130,en,English
286301,it,Italian
590978,en,English
244088,it,Italian
24140,de,German
180825,he,Hebrew
44535,en,English
180827,he,Hebrew
270286,fr,French
270286,el,Greek
8144,es,Spanish
44555,zh,Mandarin
244095,la,Latin
244095,pt,Portuguese
44540,en,English
356117,es,Spanish
66700,it,Italian
244147,es,Spanish
180829,he,Hebrew
655507,en,English
244114,cn,Cantonese
306698,ru,Russian
180850,en,English
66723,cn,Cantonese
270290,ar,Arabic
506259,en,English
306683,nl,Dutch
306683,it,Italian
532444,ko,Korean
618265,en,English
618265,tl,Tagalog
306684,ru,Russian
328869,en,English
618306,ar,Arabic
66702,hi,Hindi
180859,it,Italian
244168,en,English
244168,fr,French
244168,it,Italian
24150,en,English
244123,en,English
618280,es,Spanish
393378,da,Danish
94019,zh,Mandarin
270303,en,English
534290,fr,French
94005,en,English
24153,en,English
44560,zh,Mandarin
506270,hu,Hungarian
