,international,worldwide,domestic,error
tt0074279,0.0,0.0,0.0,
tt4741354,0.0,0.0,0.0,
tt0169895,0.0,47148.0,47148.0,
tt0202641,0.0,1015122.0,1015122.0,
tt0087035,0.0,0.0,0.0,
tt0396746,1758441.0,1758441.0,0.0,
tt0115481,0.0,0.0,0.0,
tt4466556,281684.0,281684.0,0.0,
tt4144190,257276.0,734729.0,477453.0,
tt0074915,0.0,0.0,0.0,
tt0111191,0.0,0.0,0.0,
tt0113731,0.0,65196.0,65196.0,
tt0363532,8375228.0,10485817.0,2110589.0,
tt0099520,0.0,1372350.0,1372350.0,
tt0100470,0.0,261718.0,261718.0,
tt3633050,0.0,0.0,0.0,
tt1148204,36316000.0,77912251.0,41596251.0,
tt0067921,0.0,0.0,0.0,
tt0073389,996.0,996.0,0.0,
tt1666335,189254.0,189254.0,0.0,
tt2444946,0.0,1727259.0,1727259.0,
tt0080951,0.0,0.0,0.0,
tt0088038,0.0,0.0,0.0,
tt1185654,20712567.0,20712567.0,0.0,
tt4457020,1889679.0,2540144.0,650465.0,
tt1342961,0.0,0.0,0.0,
tt1016290,22036607.0,22036607.0,0.0,
tt0425395,155340.0,155340.0,0.0,
tt0090246,0.0,0.0,0.0,
tt2175669,0.0,0.0,0.0,
tt0114616,0.0,6235.0,6235.0,
tt0187579,0.0,0.0,0.0,
tt0022485,0.0,0.0,0.0,
tt0105916,9481984.0,9481984.0,0.0,
tt3225480,0.0,0.0,0.0,
tt0425206,0.0,0.0,0.0,
tt1382720,2556423.0,2556423.0,0.0,
tt0316566,5322893.0,5322893.0,0.0,
tt0369424,0.0,0.0,0.0,
tt1368448,1484629.0,1484629.0,0.0,
tt1787067,0.0,28994.0,28994.0,
tt0082122,0.0,0.0,0.0,
tt5773882,0.0,0.0,0.0,
tt6085482,593966.0,593966.0,0.0,
tt5033038,7636318.0,7636318.0,0.0,
tt0889652,2994104.0,4846868.0,1852764.0,
tt1085806,736383.0,736383.0,0.0,
tt0475783,32065527.0,32065527.0,0.0,
tt8792898,1399479.0,1399479.0,0.0,
tt1176251,63184.0,165888.0,102704.0,
tt4273292,101424.0,133324.0,31900.0,
tt1084950,4141127.0,16937968.0,12796841.0,
tt0206313,0.0,0.0,0.0,
tt0083236,0.0,0.0,0.0,
tt4715652,91854.0,91854.0,0.0,
tt0097102,0.0,0.0,0.0,
tt0100822,0.0,1794001.0,1794001.0,
tt3544048,0.0,0.0,0.0,
tt0076635,0.0,0.0,0.0,
tt0436873,0.0,0.0,0.0,
tt5095472,0.0,1172.0,1172.0,
tt1884438,15496.0,15496.0,0.0,
tt0102002,0.0,306319.0,306319.0,
tt0109676,0.0,28735315.0,28735315.0,
tt0091860,0.0,4600000.0,4600000.0,
tt3210686,11129206.0,70829270.0,59700064.0,
tt0105059,0.0,0.0,0.0,
tt0179097,0.0,0.0,0.0,
tt0076513,0.0,0.0,0.0,
tt6446772,892646.0,892646.0,0.0,
tt0181549,0.0,0.0,0.0,
tt0362771,1490772.0,1490772.0,0.0,
tt3139338,0.0,0.0,0.0,
tt0084293,0.0,11897978.0,11897978.0,
tt0383028,1574863.0,4658401.0,3083538.0,
tt0355857,0.0,16234.0,16234.0,
tt0824412,4311.0,4311.0,0.0,
tt7862998,6750.0,6750.0,0.0,
tt8297816,5568.0,5568.0,0.0,
tt3752610,0.0,0.0,0.0,
tt0075370,0.0,0.0,0.0,
tt0273850,0.0,0.0,0.0,
tt2708946,0.0,0.0,0.0,
tt0099292,0.0,1244381.0,1244381.0,
tt0170351,0.0,0.0,0.0,
tt0210584,0.0,31288.0,31288.0,
tt0091498,0.0,0.0,0.0,
tt0106618,0.0,0.0,0.0,
tt0095304,0.0,8578231.0,8578231.0,
tt0093244,0.0,0.0,0.0,
tt7137846,4571030.0,51411620.0,46840590.0,
tt0098165,0.0,444055.0,444055.0,
tt0096416,0.0,0.0,0.0,
tt0082510,0.0,0.0,0.0,
tt0196474,0.0,0.0,0.0,
tt1641385,0.0,0.0,0.0,
tt0109912,0.0,0.0,0.0,
tt0066960,0.0,0.0,0.0,
tt0111510,0.0,38773.0,38773.0,
tt1176252,0.0,0.0,0.0,
tt0765429,139590785.0,269755430.0,130164645.0,
tt0097125,0.0,9974446.0,9974446.0,
tt0106669,0.0,0.0,0.0,
tt0901494,0.0,0.0,0.0,
tt1460022,594261.0,594261.0,0.0,
tt0080051,0.0,0.0,0.0,
tt0098093,0.0,3560932.0,3560932.0,
tt1507989,0.0,0.0,0.0,
tt0098194,0.0,0.0,0.0,
tt1990421,5747918.0,5747918.0,0.0,
tt0097260,0.0,0.0,0.0,
tt1095442,71428.0,942209.0,870781.0,
tt0102520,0.0,0.0,0.0,
tt4085238,106745.0,106745.0,0.0,
tt0097029,0.0,3686.0,3686.0,
tt4257858,230194.0,230194.0,0.0,
tt0316013,0.0,0.0,0.0,
tt1001333,0.0,0.0,0.0,
tt0120271,0.0,18281.0,18281.0,
tt7340764,200182.0,200182.0,0.0,
tt0455958,690059.0,818970.0,128911.0,
tt3462710,6400000.0,17768012.0,11368012.0,
tt0094646,0.0,0.0,0.0,
tt0339288,0.0,0.0,0.0,
tt0101320,0.0,0.0,0.0,
tt2262518,0.0,0.0,0.0,
tt0168989,0.0,0.0,0.0,
tt0077300,0.0,0.0,0.0,
tt3057572,25249.0,40322.0,15073.0,
tt0822849,0.0,22136.0,22136.0,
tt1754811,0.0,228004.0,228004.0,
tt1520498,0.0,1065907.0,1065907.0,
tt1112782,6828037.0,6828037.0,0.0,
tt2942512,278535.0,278535.0,0.0,
tt0430431,332489.0,13728450.0,13395961.0,
tt0300969,0.0,0.0,0.0,
tt0955306,0.0,532878.0,532878.0,
tt1054110,527281.0,527281.0,0.0,
tt0109578,0.0,1702394.0,1702394.0,
tt0498587,48090431.0,48090431.0,0.0,
tt0270560,0.0,0.0,0.0,
tt0087337,0.0,1393501.0,1393501.0,
tt0274622,0.0,0.0,0.0,
tt6190348,71275.0,71275.0,0.0,
tt0101003,0.0,0.0,0.0,
tt0095280,0.0,9911.0,9911.0,
tt0190655,0.0,0.0,0.0,
tt0070680,0.0,0.0,0.0,
tt0090986,0.0,0.0,0.0,
tt0314247,5626.0,5626.0,0.0,
tt0486474,5836641.0,5836641.0,0.0,
tt0096464,0.0,2326860.0,2326860.0,
tt0094827,0.0,251819.0,251819.0,
tt4198806,0.0,0.0,0.0,
tt0095597,0.0,0.0,0.0,
tt0095275,0.0,139796.0,139796.0,
tt0856804,0.0,0.0,0.0,
tt0085893,0.0,273.0,0.0,
tt0351970,0.0,0.0,0.0,
tt0075174,0.0,0.0,0.0,
tt0068332,0.0,0.0,0.0,
tt0118749,16700954.0,43117303.0,26416349.0,
tt2106590,0.0,0.0,0.0,
tt0090610,0.0,0.0,0.0,
tt1801123,0.0,0.0,0.0,
tt0095871,0.0,0.0,0.0,
tt0392049,0.0,0.0,0.0,
tt0079168,0.0,0.0,0.0,
tt0109319,0.0,0.0,0.0,
tt0095599,0.0,15855828.0,15855828.0,
tt6458228,243043.0,243043.0,0.0,
tt2290065,0.0,6388.0,6388.0,
tt0127489,0.0,18529.0,18529.0,
tt1196334,0.0,0.0,0.0,
tt0093164,0.0,2793214.0,2793214.0,
tt7158582,491652.0,609131.0,117479.0,
tt0093913,0.0,1196336.0,1196336.0,
tt0092090,0.0,0.0,0.0,
tt0093969,0.0,700000.0,700000.0,
tt0093467,0.0,4572845.0,4572845.0,
tt4607228,63828.0,63828.0,0.0,
tt0094170,0.0,0.0,0.0,
tt0097991,0.0,0.0,0.0,
tt1176724,0.0,0.0,0.0,
tt1783232,35761315.0,35797045.0,35730.0,
tt1334581,0.0,0.0,0.0,
tt0093881,0.0,1730337.0,1730337.0,
tt0143219,0.0,0.0,0.0,
tt0865438,19521.0,19521.0,0.0,
tt0081339,0.0,0.0,0.0,
tt0098054,0.0,0.0,0.0,
tt0074308,0.0,0.0,0.0,
tt0918627,0.0,0.0,0.0,
tt0092022,0.0,2546238.0,2546238.0,
tt0091200,0.0,0.0,0.0,
tt0122082,0.0,0.0,0.0,
tt0094764,0.0,882290.0,882290.0,
tt1181927,4083982.0,4083982.0,0.0,
tt0061450,0.0,0.0,0.0,
tt0175996,0.0,894410.0,894410.0,
tt1387182,0.0,0.0,0.0,
tt0365514,3719929.0,3719929.0,0.0,
tt0420555,6771085.0,6771085.0,0.0,
tt4161564,1879961.0,1879961.0,0.0,
tt0290218,0.0,9261.0,9261.0,
tt1047832,0.0,0.0,0.0,
tt0117131,0.0,0.0,0.0,
tt0085240,0.0,0.0,0.0,
tt0472268,1088736.0,1260553.0,171817.0,
tt1105742,0.0,0.0,0.0,
tt0087571,0.0,0.0,0.0,
tt0833540,0.0,0.0,0.0,
tt0419256,2611398.0,2846148.0,234750.0,
tt1236440,0.0,0.0,0.0,
tt0317950,0.0,10550.0,10550.0,
tt5430020,0.0,0.0,0.0,
tt6628102,1662244.0,1696258.0,34014.0,
tt0095177,0.0,0.0,0.0,
tt0103656,0.0,0.0,0.0,
tt3850544,255375.0,2649761.0,2394386.0,
tt1728986,27559004.0,28775262.0,1216258.0,
tt3086582,47246149.0,47289937.0,43788.0,
tt1185264,0.0,0.0,0.0,
tt1702439,26245020.0,97594140.0,71349120.0,
tt0186202,0.0,0.0,0.0,
tt1617250,0.0,0.0,0.0,
tt0243465,0.0,0.0,0.0,
tt0265198,0.0,0.0,0.0,
tt0118865,0.0,0.0,0.0,
tt1720263,0.0,0.0,0.0,
tt1183252,3164169.0,3179014.0,14845.0,
tt1568337,32626.0,36145.0,3519.0,
tt1519467,2215815.0,2215815.0,0.0,
tt1624385,0.0,0.0,0.0,
tt3276852,0.0,0.0,0.0,
tt0074469,0.0,0.0,0.0,
tt3152602,7664764.0,7664764.0,0.0,
tt3227712,287248.0,287248.0,0.0,
tt0404456,0.0,0.0,0.0,
tt1506458,0.0,0.0,0.0,
tt0426931,34457864.0,66122026.0,31664162.0,
tt0429715,2541675.0,2541675.0,0.0,
tt1929263,10539459.0,101982712.0,91443253.0,
tt3591984,42491.0,42491.0,0.0,
tt0117793,0.0,0.0,0.0,
tt0078846,0.0,0.0,0.0,
tt0493416,0.0,0.0,0.0,
tt0804522,17330337.0,27066382.0,9736045.0,
tt0119097,0.0,0.0,0.0,
tt0415965,1910732.0,9411042.0,7500310.0,
tt0150844,0.0,0.0,0.0,
tt0115598,0.0,0.0,0.0,
tt0893513,7469.0,7469.0,0.0,
tt0090110,0.0,9085049.0,9085049.0,
tt5936462,8772485.0,8772485.0,0.0,
tt8361436,0.0,0.0,0.0,
tt0337592,39846.0,21964072.0,21924226.0,
tt1023347,0.0,0.0,0.0,
tt0090377,0.0,0.0,0.0,
tt2822742,2916625.0,3077754.0,161129.0,
tt0091167,0.0,40084041.0,40084041.0,
tt0082802,0.0,0.0,0.0,
tt5446444,15701.0,15701.0,0.0,
tt1879032,0.0,0.0,0.0,
tt8923482,1713.0,271841.0,270128.0,
tt0198307,0.0,0.0,0.0,
tt0114234,0.0,0.0,0.0,
tt0346156,20184359.0,57947036.0,37762677.0,
tt1454907,1070755.0,1070755.0,0.0,
tt0756648,29610210.0,29610210.0,0.0,
tt6509862,21454.0,21454.0,0.0,
tt4667094,10540574.0,22227514.0,11686940.0,
tt3344922,542902.0,549823.0,6921.0,
tt3893038,0.0,0.0,0.0,
tt2901006,0.0,0.0,0.0,
tt4862468,53306108.0,53306108.0,0.0,
tt0087054,0.0,2490233.0,2490233.0,
tt3894190,1177272.0,1278360.0,101088.0,
tt5607714,2132634.0,2132634.0,0.0,
tt0429052,15923446.0,15923446.0,0.0,
tt1699498,0.0,0.0,0.0,
tt0119623,0.0,0.0,0.0,
tt0082422,0.0,0.0,0.0,
tt5980798,253062.0,265495.0,12433.0,
tt0148669,0.0,0.0,0.0,
tt0770802,1754031.0,4426444.0,2672413.0,
tt3508830,13955.0,35282.0,21327.0,
tt0235333,0.0,0.0,0.0,
tt4382872,693861.0,710636.0,16775.0,
tt2633076,0.0,0.0,0.0,
tt3922350,0.0,0.0,0.0,
tt1175523,50260.0,50260.0,0.0,
tt0087027,0.0,0.0,0.0,
tt1723779,166739.0,166739.0,0.0,
tt1603257,918742.0,921752.0,3010.0,
tt9214844,11950916.0,11950916.0,0.0,
tt5612426,0.0,0.0,0.0,
tt4823538,8238055.0,11021794.0,2783739.0,
tt0445178,0.0,0.0,0.0,
tt0808285,325921.0,346851.0,20930.0,
tt1082853,1631990.0,2566648.0,934658.0,
tt1350508,194715.0,194715.0,0.0,
tt0086947,0.0,0.0,0.0,
tt0381849,16409304.0,70016220.0,53606916.0,
tt0266915,121161516.0,347325802.0,226164286.0,
tt0089746,0.0,0.0,0.0,
tt2005367,0.0,0.0,0.0,
tt0071833,0.0,0.0,0.0,
tt0069404,0.0,0.0,0.0,
tt0089522,0.0,0.0,0.0,
tt0090253,0.0,0.0,0.0,
tt2231505,582094.0,582094.0,0.0,
tt1234560,7738781.0,7738781.0,0.0,
tt4673790,1207.0,25091.0,23884.0,
tt5659172,14590783.0,14590783.0,0.0,
tt1567233,0.0,739561.0,739561.0,
tt5667696,0.0,0.0,0.0,
tt0099609,0.0,0.0,0.0,
tt0088009,0.0,0.0,0.0,
tt0087718,0.0,26080861.0,26080861.0,
tt3828858,0.0,0.0,0.0,
tt3184934,5069042.0,5215796.0,146754.0,
tt0216904,0.0,0.0,0.0,
tt0314786,6438418.0,26891849.0,20453431.0,
tt1828124,0.0,0.0,0.0,
tt0175047,0.0,0.0,0.0,
tt0903622,0.0,0.0,0.0,
tt4654016,0.0,0.0,0.0,
tt0092210,0.0,0.0,0.0,
tt1526323,0.0,0.0,0.0,
tt0086643,402681.0,565228.0,162547.0,
tt0077326,0.0,0.0,0.0,
tt1373156,3340763.0,3627172.0,286409.0,
tt0886531,0.0,0.0,0.0,
tt0887719,1621487.0,1627909.0,6422.0,
tt0102279,0.0,8906823.0,8906823.0,
tt1465499,329456.0,329456.0,0.0,
tt4955338,0.0,0.0,0.0,
tt0110948,0.0,0.0,0.0,
tt0099026,0.0,0.0,0.0,
tt0101988,0.0,0.0,0.0,
tt0090556,0.0,441863.0,441863.0,
tt0157472,1803327.0,38793283.0,36989956.0,
tt0407732,0.0,146490.0,146490.0,
tt0138317,0.0,153.0,0.0,
tt0069737,0.0,0.0,0.0,
tt0207988,0.0,0.0,0.0,
tt0072285,0.0,0.0,0.0,
tt0158501,0.0,0.0,0.0,
tt0470865,0.0,0.0,0.0,
tt2005363,0.0,0.0,0.0,
tt1063692,1051031.0,1051031.0,0.0,
tt1475191,0.0,0.0,0.0,
tt4329244,0.0,0.0,0.0,
tt0067799,0.0,0.0,0.0,
tt0079312,0.0,0.0,0.0,
tt4430212,0.0,0.0,0.0,
tt0091144,0.0,0.0,0.0,
tt3117746,0.0,0.0,0.0,
tt0091525,0.0,0.0,0.0,
tt0277790,0.0,0.0,0.0,
tt1424003,2817080.0,2817080.0,0.0,
tt0905618,0.0,0.0,0.0,
tt0079271,0.0,0.0,0.0,
tt0357111,13260693.0,13315054.0,54361.0,
tt0093015,0.0,0.0,0.0,
tt2317225,205715.0,205715.0,0.0,
tt0069248,0.0,0.0,0.0,
tt7966920,23325.0,114289.0,90964.0,
tt3711466,14187131.0,14187131.0,0.0,
tt4721400,120274.0,150443.0,30169.0,
tt0079123,0.0,0.0,0.0,
tt0079510,0.0,42800000.0,42800000.0,
tt0450615,729781.0,729781.0,0.0,
tt8173728,1970.0,1970.0,0.0,
tt2123170,0.0,0.0,0.0,
tt0080139,0.0,1161848.0,1161386.0,
tt0079278,0.0,0.0,0.0,
tt0080913,0.0,2625716.0,2625716.0,
tt2489734,0.0,59081.0,59081.0,
tt0085229,0.0,0.0,0.0,
tt0081568,0.0,7063886.0,7063886.0,
tt0447619,2486909.0,2486909.0,0.0,
tt0093769,0.0,0.0,0.0,
tt0808276,3885577.0,3885577.0,0.0,
tt8263936,9714794.0,9714794.0,0.0,
tt2328549,256979.0,256979.0,0.0,
tt0079182,0.0,11891.0,11891.0,
tt0080140,0.0,0.0,0.0,
tt3582040,2187885.0,2187885.0,0.0,
tt0112838,0.0,0.0,0.0,
tt0080482,0.0,0.0,0.0,
tt1037223,25644.0,25644.0,0.0,
tt0465207,220671.0,220671.0,0.0,
tt0798417,628817.0,628817.0,0.0,
tt0460435,0.0,0.0,0.0,
tt0093234,0.0,0.0,0.0,
tt2103264,11511975.0,14858240.0,3346265.0,
tt0082479,0.0,0.0,0.0,
tt0495824,1377730.0,1377730.0,0.0,
tt2170427,23627.0,23627.0,0.0,
tt2507280,90388.0,90388.0,0.0,
tt2649128,15099267.0,15099267.0,0.0,
tt0397401,0.0,0.0,0.0,
tt0077158,0.0,7932571.0,7932571.0,
tt0094218,0.0,0.0,0.0,
tt0099164,0.0,2415312.0,2415312.0,
tt0078952,0.0,0.0,0.0,
tt0456698,3463230.0,3463230.0,0.0,
tt3837196,0.0,0.0,0.0,
tt2111392,0.0,7429.0,7429.0,
tt2072055,0.0,0.0,0.0,
tt1295059,1737742.0,1737742.0,0.0,
tt1930546,539287.0,747140.0,207853.0,
tt0078488,0.0,0.0,0.0,
tt0082272,0.0,0.0,0.0,
tt3896198,473942950.0,863756903.0,389813101.0,
tt0074254,0.0,0.0,0.0,
tt0084894,0.0,524203.0,524203.0,
tt1078885,0.0,0.0,0.0,
tt0185183,8253978.0,29725663.0,21471685.0,
tt0227066,668.0,668.0,0.0,
tt0072882,0.0,0.0,0.0,
tt0075774,0.0,9300000.0,9300000.0,
tt1483756,0.0,13093.0,13093.0,
tt0451176,830094.0,2522787.0,1692693.0,
tt0068206,0.0,0.0,0.0,
tt0071507,0.0,0.0,0.0,
tt0074235,0.0,0.0,0.0,
tt2483688,0.0,0.0,0.0,
tt0298856,2699271.0,4186916.0,1487645.0,
tt7379906,0.0,0.0,0.0,
tt0082677,0.0,0.0,0.0,
tt1183919,2429439.0,3842919.0,1413480.0,
tt0076164,0.0,17368.0,17368.0,
tt0074515,0.0,0.0,0.0,
tt0076941,0.0,0.0,0.0,
tt2015503,0.0,0.0,0.0,
tt0246719,892.0,892.0,0.0,
tt0065506,0.0,0.0,0.0,
tt0076085,0.0,0.0,0.0,
tt0123808,0.0,0.0,0.0,
tt1451755,82697.0,82697.0,0.0,
tt0350774,0.0,0.0,0.0,
tt0226702,0.0,0.0,0.0,
tt0093680,0.0,0.0,0.0,
tt0103920,0.0,0.0,0.0,
tt3300542,143230187.0,205754447.0,62524260.0,
tt0065466,0.0,0.0,0.0,
tt0309988,8679.0,8679.0,0.0,
tt0301414,5185886.0,7727906.0,2542020.0,
tt0083163,0.0,17569027.0,17569027.0,
tt1425922,435996.0,7454185.0,7018189.0,
tt0073768,0.0,0.0,0.0,
tt0074214,0.0,0.0,0.0,
tt0307913,12186.0,15476.0,3290.0,
tt0383448,0.0,0.0,0.0,
tt1239446,355354.0,355354.0,0.0,
tt0477302,23400000.0,55247881.0,31847881.0,
tt0421082,7287256.0,8159508.0,872252.0,
tt0087917,0.0,0.0,0.0,
tt7909444,50818.0,85996.0,35178.0,
tt0105636,0.0,13249535.0,13249535.0,
tt0065530,0.0,0.0,0.0,
tt0098614,0.0,0.0,0.0,
tt0069792,0.0,0.0,0.0,
tt6471264,64236772.0,64236772.0,0.0,
tt0338812,0.0,0.0,0.0,
tt0106216,0.0,0.0,0.0,
tt0083678,0.0,6118683.0,6118683.0,
tt0073497,0.0,0.0,0.0,
tt0085283,0.0,0.0,0.0,
tt1764234,22904409.0,37930465.0,15026056.0,
tt1675192,2010802.0,3741098.0,1730296.0,
tt3359730,0.0,0.0,0.0,
tt0184184,0.0,0.0,0.0,
tt4271910,63970.0,63970.0,0.0,
tt1646973,1149327.0,1149327.0,0.0,
tt5293458,0.0,0.0,0.0,
tt2106529,0.0,0.0,0.0,
tt0098390,0.0,741221.0,741221.0,
tt1560978,0.0,0.0,0.0,
tt0323808,0.0,0.0,0.0,
tt1653665,5666698.0,7401949.0,1735251.0,
tt0126859,0.0,164022.0,164022.0,
tt5779540,9759.0,9759.0,0.0,
tt0449040,0.0,0.0,0.0,
tt0329297,0.0,0.0,0.0,
tt1321509,6311539.0,49050886.0,42739347.0,
tt2371158,1387956.0,1387956.0,0.0,
tt0085271,0.0,10219460.0,10219460.0,
tt0078256,0.0,0.0,0.0,
tt0402247,1441049.0,1441049.0,0.0,
tt0874317,172376.0,172376.0,0.0,
tt1838544,8085330.0,19767535.0,11682205.0,
tt0082156,0.0,0.0,0.0,
tt0195107,0.0,0.0,0.0,
tt3458118,0.0,4664.0,4664.0,
tt1551633,0.0,0.0,0.0,
tt0989760,0.0,0.0,0.0,
tt0396592,435000.0,48551322.0,48116322.0,
tt5014146,0.0,0.0,0.0,
tt1590157,285627.0,294483.0,8856.0,
tt0068000,0.0,0.0,0.0,
tt3913550,0.0,0.0,0.0,
tt0103933,0.0,0.0,0.0,
tt0107618,0.0,0.0,0.0,
tt0107525,0.0,0.0,0.0,
tt8053490,0.0,0.0,0.0,
tt1431160,0.0,0.0,0.0,
tt1410261,5033714.0,5033714.0,0.0,
tt0379375,0.0,0.0,0.0,
tt0109770,0.0,0.0,0.0,
tt2418558,5524381.0,5524381.0,0.0,
tt0772172,0.0,0.0,0.0,
tt2133214,0.0,110746.0,110746.0,
tt0410549,1419297.0,1443335.0,24038.0,
tt2183034,6746220.0,45681062.0,38934842.0,
tt1508236,0.0,0.0,0.0,
tt4065842,15732760.0,15732760.0,0.0,
tt0120550,0.0,7233324.0,7233324.0,
tt0068350,0.0,0.0,0.0,
tt0309372,71720.0,576320.0,504600.0,
tt1232207,3073112.0,17436509.0,14363397.0,
tt8847018,0.0,0.0,0.0,
tt5193790,639967.0,639967.0,0.0,
tt0923600,0.0,140106.0,140106.0,
tt0092848,0.0,0.0,0.0,
tt0841108,4108.0,26923.0,22815.0,
tt2991224,879631.0,1024132.0,144501.0,
tt0115061,0.0,0.0,0.0,
tt0090183,0.0,0.0,0.0,
tt0099238,0.0,0.0,0.0,
tt0295168,0.0,0.0,0.0,
tt1010027,0.0,0.0,0.0,
tt0070453,0.0,0.0,0.0,
tt1316064,0.0,0.0,0.0,
tt6386748,2010146.0,2517405.0,507259.0,
tt0086924,0.0,0.0,0.0,
tt1728245,10365684.0,10365684.0,0.0,
tt0445336,1822372.0,1843810.0,21438.0,
tt3062976,2519883.0,5967516.0,3447633.0,
tt3102440,6015494.0,6015494.0,0.0,
tt1293751,4333.0,22497.0,18164.0,
tt1977739,1922273.0,1922273.0,0.0,
tt0070656,0.0,0.0,0.0,
tt0070464,0.0,332.0,0.0,
tt0824320,122367.0,122367.0,0.0,
tt0069765,0.0,0.0,0.0,
tt0284946,0.0,0.0,0.0,
tt0067810,0.0,0.0,0.0,
tt0070847,0.0,0.0,0.0,
tt0097958,18825.0,74540604.0,74515899.0,
tt0070819,0.0,0.0,0.0,
tt3208026,2015543.0,2073063.0,57520.0,
tt1663670,0.0,0.0,0.0,
tt2194870,0.0,0.0,0.0,
tt2488778,46756.0,73922.0,27166.0,
tt3689910,155032.0,377702.0,222670.0,
tt7760890,0.0,14078.0,14078.0,
tt0388193,0.0,0.0,0.0,
tt1854513,2305787.0,2585522.0,279735.0,
tt2911668,1054537.0,1100432.0,45895.0,
tt2193782,832150.0,832150.0,0.0,
tt0065963,0.0,0.0,0.0,
tt8506840,27864.0,39171.0,11307.0,
tt0331834,0.0,0.0,0.0,
tt0362417,0.0,0.0,0.0,
tt0284490,39802960.0,77885672.0,38082712.0,
tt3480158,402058.0,402058.0,0.0,
tt1886502,338681.0,347600.0,8919.0,
tt0070289,0.0,0.0,0.0,
tt0070363,0.0,0.0,0.0,
tt0070770,0.0,0.0,0.0,
tt4340720,49286.0,49286.0,0.0,
tt0069946,0.0,2300000.0,2300000.0,
tt0096913,0.0,1700000.0,1700000.0,
tt0398563,321734.0,321734.0,0.0,
tt1356763,0.0,87727.0,87727.0,
tt0363780,119096.0,540403.0,421307.0,
tt0112345,0.0,0.0,0.0,
tt2274706,0.0,0.0,0.0,
tt0098619,0.0,657190.0,657190.0,
tt2341664,269097.0,271735.0,2638.0,
tt0068264,0.0,0.0,0.0,
tt0068424,0.0,0.0,0.0,
tt1726888,1203337.0,1212354.0,9017.0,
tt2784678,800000.0,26117471.0,25317471.0,
tt0084781,0.0,0.0,0.0,
tt0814691,311808.0,311808.0,0.0,
tt0081968,0.0,0.0,0.0,
tt0855729,381220.0,387396.0,6176.0,
tt0186183,0.0,0.0,0.0,
tt0068244,0.0,0.0,0.0,
tt1033595,1944870.0,1944870.0,0.0,
tt0436728,0.0,29460.0,29460.0,
tt0251415,6053.0,6053.0,0.0,
tt0272454,0.0,0.0,0.0,
tt1048171,8518089.0,9402702.0,884613.0,
tt0118900,0.0,5906773.0,5906773.0,
tt1706462,87081.0,87081.0,0.0,
tt0092296,0.0,0.0,0.0,
tt0460777,0.0,0.0,0.0,
tt0097478,4745.0,75657.0,70912.0,
tt0406098,1377609.0,1377609.0,0.0,
tt1309463,664539.0,664539.0,0.0,
tt2975590,544002609.0,874362803.0,330360194.0,
tt5544380,0.0,0.0,0.0,
tt0354216,15369.0,15369.0,0.0,
tt0062181,0.0,0.0,0.0,
tt3855730,0.0,0.0,0.0,
tt0829193,277045.0,544925.0,267880.0,
tt2072230,30361135.0,30810658.0,449523.0,
tt3793116,1368015.0,1368015.0,0.0,
tt1174034,4472288.0,4472288.0,0.0,
tt5281134,363.0,363.0,0.0,
tt0472198,7576485.0,44420671.0,36843682.0,
tt2318405,3427641.0,3427641.0,0.0,
tt1221208,0.0,706546.0,706546.0,
tt0085868,0.0,1246141.0,1246141.0,
tt1827358,8523.0,8523.0,0.0,
tt0380538,5497219.0,5653093.0,155874.0,
tt5260002,0.0,170457.0,170457.0,
tt5498350,0.0,0.0,0.0,
tt0281322,2181493.0,14946150.0,12764657.0,
tt2093100,0.0,0.0,0.0,
tt0413179,399295.0,399295.0,0.0,
tt2251648,57993.0,57993.0,0.0,
tt5883632,8404.0,8404.0,0.0,
tt0291538,4252493.0,4719781.0,467288.0,
tt0078038,0.0,0.0,0.0,
tt1642194,950758.0,950758.0,0.0,
tt0163559,0.0,0.0,0.0,
tt0283160,6117216.0,10959475.0,4842259.0,
tt0123776,0.0,0.0,0.0,
tt0088427,0.0,0.0,0.0,
tt0096511,0.0,0.0,0.0,
tt0176093,0.0,0.0,0.0,
tt0096287,0.0,0.0,0.0,
tt7618430,13867066.0,13867066.0,0.0,
tt1584733,0.0,0.0,0.0,
tt2378281,56035432.0,100502638.0,44467206.0,
tt0066958,0.0,0.0,0.0,
tt1854506,0.0,0.0,0.0,
tt0080039,0.0,0.0,0.0,
tt0480255,5806222.0,29397654.0,23591432.0,
tt0120275,0.0,1080192.0,1080192.0,
tt2152779,1541144.0,1541144.0,0.0,
tt0837803,0.0,0.0,0.0,
tt0486665,0.0,0.0,0.0,
tt0070152,0.0,0.0,0.0,
tt0098513,0.0,408839.0,408839.0,
tt0119393,0.0,0.0,0.0,
tt0066863,0.0,0.0,0.0,
tt0086987,0.0,8914881.0,8914881.0,
tt0069007,0.0,0.0,0.0,
tt0226018,0.0,0.0,0.0,
tt0067814,0.0,0.0,0.0,
tt0099173,0.0,1627955.0,1627955.0,
tt0088702,0.0,0.0,0.0,
tt6515342,5394474.0,5394474.0,0.0,
tt0109702,0.0,30209.0,30209.0,
tt1013607,94434.0,94434.0,0.0,
tt0088357,258397.0,258397.0,0.0,
tt0067204,0.0,0.0,0.0,
tt3732268,0.0,0.0,0.0,
tt0066830,0.0,0.0,0.0,
tt8110600,0.0,0.0,0.0,
tt0063132,0.0,0.0,0.0,
tt6009140,3606673.0,3606673.0,0.0,
tt3684980,0.0,0.0,0.0,
tt0167415,0.0,0.0,0.0,
