film,filmLabel,imdb_id,tmdb_id,mojo_id,wikipedia_url
http://www.wikidata.org/entity/Q72168,Deathstalker and the Warriors from Hell,tt0097174,47360,,https://en.wikipedia.org/wiki/Deathstalker_and_the_Warriors_from_Hell
http://www.wikidata.org/entity/Q144054,The Headless Horseman,tt0202080,168866,,https://en.wikipedia.org/wiki/The_Headless_Horseman_(1973_film)
http://www.wikidata.org/entity/Q72325,A Short Film About Killing,tt0095468,10754,,https://en.wikipedia.org/wiki/A_Short_Film_About_Killing
http://www.wikidata.org/entity/Q72330,The Color of Lies,tt0164368,45515,,https://en.wikipedia.org/wiki/The_Color_of_Lies
http://www.wikidata.org/entity/Q115993,"Tomorrow, When the War Began",tt1456941,43930,warbegan,"https://en.wikipedia.org/wiki/Tomorrow,_When_the_War_Began_(film)"
http://www.wikidata.org/entity/Q115776,The Mad,tt0848552,24632,,https://en.wikipedia.org/wiki/The_Mad
http://www.wikidata.org/entity/Q145451,Cipolla Colt,tt0072785,93708,,"https://en.wikipedia.org/wiki/Cry,_Onion!"
http://www.wikidata.org/entity/Q72090,Joyeux Noël,tt0424205,11661,merrychristmas,https://en.wikipedia.org/wiki/Joyeux_No%C3%ABl
http://www.wikidata.org/entity/Q93539,Mein Führer – Die wirklich wahrste Wahrheit über Adolf Hitler,tt0780568,6172,,https://en.wikipedia.org/wiki/My_F%C3%BChrer_%E2%80%93_The_Really_Truest_Truth_about_Adolf_Hitler
http://www.wikidata.org/entity/Q115760,Catwoman,tt0327554,314,catwoman,https://en.wikipedia.org/wiki/Catwoman_(film)
http://www.wikidata.org/entity/Q143835,Holy Smoke!,tt0144715,13787,holysmoke,https://en.wikipedia.org/wiki/Holy_Smoke!
http://www.wikidata.org/entity/Q129088,'Tis Pity She's a Whore,tt0069678,113776,,https://en.wikipedia.org/wiki/%27Tis_Pity_She%27s_a_Whore_(film)
http://www.wikidata.org/entity/Q117315,The Piano,tt0107822,713,piano,https://en.wikipedia.org/wiki/The_Piano
http://www.wikidata.org/entity/Q129171,Come Come Come Upward,tt0096778,223478,,https://en.wikipedia.org/wiki/Come_Come_Come_Upward
http://www.wikidata.org/entity/Q74014,Ginger Snaps Back,tt0365265,12583,,https://en.wikipedia.org/wiki/Ginger_Snaps_Back:_The_Beginning
http://www.wikidata.org/entity/Q74671,Diary of a Wimpy Kid,tt1196141,33217,diaryofawimpykid,https://en.wikipedia.org/wiki/Diary_of_a_Wimpy_Kid_(2010_film)
http://www.wikidata.org/entity/Q74341,Phagun,tt0070530,420825,,https://en.wikipedia.org/wiki/Phagun_(1973_film)
http://www.wikidata.org/entity/Q129283,King Ralph,tt0102216,10804,kingralph,https://en.wikipedia.org/wiki/King_Ralph
http://www.wikidata.org/entity/Q129085,Curse of the Puppet Master,tt0132451,26959,,https://en.wikipedia.org/wiki/Curse_of_the_Puppet_Master
http://www.wikidata.org/entity/Q74579,The Seventh Son,tt1121096,68737,seventhson,https://en.wikipedia.org/wiki/Seventh_Son_(film)
http://www.wikidata.org/entity/Q129082,Puppet Master 4,tt0107899,26957,,https://en.wikipedia.org/wiki/Puppet_Master_4
http://www.wikidata.org/entity/Q103569,Alien,tt0078748,348,alien,https://en.wikipedia.org/wiki/Alien_(film)
http://www.wikidata.org/entity/Q116928,The Twilight Saga: New Moon,tt1259571,18239,newmoon,https://en.wikipedia.org/wiki/The_Twilight_Saga:_New_Moon
http://www.wikidata.org/entity/Q74958,Blood Diamond,tt0450259,1372,blooddiamond,https://en.wikipedia.org/wiki/Blood_Diamond
http://www.wikidata.org/entity/Q129411,Tatarak,tt1360887,51010,,https://en.wikipedia.org/wiki/Tatarak
http://www.wikidata.org/entity/Q117464,Le Gendarme de Saint-Tropez,tt0058135,4727,,https://en.wikipedia.org/wiki/The_Troops_of_St._Tropez
http://www.wikidata.org/entity/Q104123,Pulp Fiction,tt0110912,680,pulpfiction,https://en.wikipedia.org/wiki/Pulp_Fiction
http://www.wikidata.org/entity/Q74636,Whiteout,tt0365929,22787,whiteout,https://en.wikipedia.org/wiki/Whiteout_(2009_film)
http://www.wikidata.org/entity/Q117378,Wilbur Wants to Kill Himself,tt0329767,156,wilburwantstokillhimself,https://en.wikipedia.org/wiki/Wilbur_Wants_to_Kill_Himself
http://www.wikidata.org/entity/Q129181,Puppet Master,tt0098143,26953,,https://en.wikipedia.org/wiki/Puppet_Master_(film)
http://www.wikidata.org/entity/Q147845,Zardoz,tt0070948,4923,zardoz,https://en.wikipedia.org/wiki/Zardoz
http://www.wikidata.org/entity/Q129073,Puppet Master 5: The Final Chapter,tt0110916,26958,,https://en.wikipedia.org/wiki/Puppet_Master_5:_The_Final_Chapter
http://www.wikidata.org/entity/Q129265,Junior,tt0110216,6280,junior,https://en.wikipedia.org/wiki/Junior_(1994_film)
http://www.wikidata.org/entity/Q74643,Killer Joe,tt1726669,73567,killerjoe,https://en.wikipedia.org/wiki/Killer_Joe_(film)
http://www.wikidata.org/entity/Q74504,Aftermath,tt2209300,143800,,https://en.wikipedia.org/wiki/Aftermath_(2012_film)
http://www.wikidata.org/entity/Q74443,Wait and See,tt0191766,115796,,https://en.wikipedia.org/wiki/Wait_and_See_(1998_film)
http://www.wikidata.org/entity/Q74437,Typhoon Club,tt0088222,108634,,https://en.wikipedia.org/wiki/Typhoon_Club_(film)
http://www.wikidata.org/entity/Q117359,Stoic,tt1236484,24757,,https://en.wikipedia.org/wiki/Stoic_(film)
http://www.wikidata.org/entity/Q74319,Dark Tide,tt1507563,59963,darktide,https://en.wikipedia.org/wiki/Dark_Tide
http://www.wikidata.org/entity/Q129601,An American Carol,tt1190617,13948,americancarol,https://en.wikipedia.org/wiki/An_American_Carol
http://www.wikidata.org/entity/Q129288,Renaissance Man,tt0110971,11858,renaissanceman,https://en.wikipedia.org/wiki/Renaissance_Man_(film)
http://www.wikidata.org/entity/Q129068,Retro Puppet Master,tt0189047,26960,,https://en.wikipedia.org/wiki/Retro_Puppet_Master
http://www.wikidata.org/entity/Q129437,Ritratto di borghesia in nero,tt0076628,279117,nestofvipers,https://en.wikipedia.org/wiki/Ritratto_di_borghesia_in_nero
http://www.wikidata.org/entity/Q116905,Lemony Snicket's A Series of Unfortunate Events,tt0339291,11774,lemonysnicket,https://en.wikipedia.org/wiki/Lemony_Snicket%27s_A_Series_of_Unfortunate_Events
http://www.wikidata.org/entity/Q104137,Unforgiven,tt0105695,33,unforgiven,https://en.wikipedia.org/wiki/Unforgiven
http://www.wikidata.org/entity/Q147308,Chernobyl Diaries,tt1991245,93856,chernobyldiaries,https://en.wikipedia.org/wiki/Chernobyl_Diaries
http://www.wikidata.org/entity/Q129574,The Feast of the Goat,tt0428532,65793,,https://en.wikipedia.org/wiki/The_Feast_of_the_Goat_(film)
http://www.wikidata.org/entity/Q129078,Puppet Master: The Legacy,tt0390393,26961,,https://en.wikipedia.org/wiki/Puppet_Master:_The_Legacy
http://www.wikidata.org/entity/Q104814,Aliens,tt0090605,679,aliens,https://en.wikipedia.org/wiki/Aliens_(film)
http://www.wikidata.org/entity/Q93750,Bad Girls,tt0806940,20223,,https://en.wikipedia.org/wiki/Bad_Girls_(2007_film)
http://www.wikidata.org/entity/Q94033,The Twilight Samurai,tt0351817,12496,,https://en.wikipedia.org/wiki/The_Twilight_Samurai
http://www.wikidata.org/entity/Q116068,Last Days of Mussolini,tt0071880,61212,,https://en.wikipedia.org/wiki/Last_Days_of_Mussolini
http://www.wikidata.org/entity/Q94106,The Miracle of P. Tinto,tt0151572,30145,,https://en.wikipedia.org/wiki/The_Miracle_of_P._Tinto
http://www.wikidata.org/entity/Q116187,Thieves and Robbers,tt0083715,11613,,https://en.wikipedia.org/wiki/Cat_and_Dog
http://www.wikidata.org/entity/Q73651,Double Jeopardy,tt0150377,10398,doublejeopardy,https://en.wikipedia.org/wiki/Double_Jeopardy_(1999_film)
http://www.wikidata.org/entity/Q116585,Talentime,tt1351669,51123,,https://en.wikipedia.org/wiki/Talentime
http://www.wikidata.org/entity/Q94478,Tear This Heart Out,tt1130981,16382,,https://en.wikipedia.org/wiki/Tear_This_Heart_Out
http://www.wikidata.org/entity/Q72925,She's the Man,tt0454945,9655,shestheman,https://en.wikipedia.org/wiki/She%27s_the_Man
http://www.wikidata.org/entity/Q128934,Duplex,tt0266489,7288,duplex,https://en.wikipedia.org/wiki/Duplex_(film)
http://www.wikidata.org/entity/Q128927,Monsieur Ibrahim,tt0329388,337,monsieuribrahim,https://en.wikipedia.org/wiki/Monsieur_Ibrahim
http://www.wikidata.org/entity/Q116734,Gendarme in New York,tt0060450,4728,,https://en.wikipedia.org/wiki/Gendarme_in_New_York
http://www.wikidata.org/entity/Q93853,Once Upon a Time in Mexico,tt0285823,1428,onceuponatimeinmexico,https://en.wikipedia.org/wiki/Once_Upon_a_Time_in_Mexico
http://www.wikidata.org/entity/Q93790,A Terminal Trust,tt2094984,201043,,https://en.wikipedia.org/wiki/A_Terminal_Trust
http://www.wikidata.org/entity/Q116426,De Lift,tt0087622,11417,,https://en.wikipedia.org/wiki/The_Lift
http://www.wikidata.org/entity/Q116171,Grbavica,tt0464029,317,grbavica,https://en.wikipedia.org/wiki/Grbavica_(film)
http://www.wikidata.org/entity/Q129037,The House of Mirth,tt0200720,25520,houseofmirth,https://en.wikipedia.org/wiki/The_House_of_Mirth_(2000_film)
http://www.wikidata.org/entity/Q94284,Haven,tt0386504,9830,haven,https://en.wikipedia.org/wiki/Haven_(film)
http://www.wikidata.org/entity/Q73583,Return from the River Kwai,tt0095985,59487,,https://en.wikipedia.org/wiki/Return_from_the_River_Kwai
http://www.wikidata.org/entity/Q93721,Notte prima degli esami – Oggi,tt0814380,54309,,https://en.wikipedia.org/wiki/Notte_prima_degli_esami_%E2%80%93_Oggi
http://www.wikidata.org/entity/Q116845,Silver Linings Playbook,tt1045658,82693,silverliningsplaybook,https://en.wikipedia.org/wiki/Silver_Linings_Playbook
http://www.wikidata.org/entity/Q128854,The Painted Veil,tt0446755,14202,paintedveil,https://en.wikipedia.org/wiki/The_Painted_Veil_(2006_film)
http://www.wikidata.org/entity/Q94348,Suite 16,tt0114577,47587,,https://en.wikipedia.org/wiki/Suite_16_(film)
http://www.wikidata.org/entity/Q128855,Chopper,tt0221073,9519,chopper,https://en.wikipedia.org/wiki/Chopper_(film)
http://www.wikidata.org/entity/Q94133,Broken Sky,tt0783695,22093,,https://en.wikipedia.org/wiki/Broken_Sky_(film)
http://www.wikidata.org/entity/Q93778,End of the Spear,tt0399862,14120,endofthespear,https://en.wikipedia.org/wiki/End_of_the_Spear
http://www.wikidata.org/entity/Q72962,Reservoir Dogs,tt0105236,500,reservoirdogs,https://en.wikipedia.org/wiki/Reservoir_Dogs
http://www.wikidata.org/entity/Q128982,Cyrano de Bergerac,tt0099334,11673,cyranodebergerac,https://en.wikipedia.org/wiki/Cyrano_de_Bergerac_(1990_film)
http://www.wikidata.org/entity/Q93774,The Ferryman,tt0808265,18547,,https://en.wikipedia.org/wiki/The_Ferryman_(2007_film)
http://www.wikidata.org/entity/Q116149,Rock & Rule,tt0086203,21356,rockandrule,https://en.wikipedia.org/wiki/Rock_%26_Rule
http://www.wikidata.org/entity/Q73279,Evil Dead,tt1288558,109428,evildead2013,https://en.wikipedia.org/wiki/Evil_Dead_(2013_film)
http://www.wikidata.org/entity/Q72909,They Live,tt0096256,8337,theylive,https://en.wikipedia.org/wiki/They_Live
http://www.wikidata.org/entity/Q73028,Underclassman,tt0373416,19803,underclassman,https://en.wikipedia.org/wiki/Underclassman
http://www.wikidata.org/entity/Q128924,The World's Fastest Indian,tt0412080,9912,worldsfastestindian,https://en.wikipedia.org/wiki/The_World%27s_Fastest_Indian
http://www.wikidata.org/entity/Q93741,La Maison jaune,tt1251827,137160,,https://en.wikipedia.org/wiki/The_Yellow_House_(film)
http://www.wikidata.org/entity/Q102225,Harry Potter and the Goblet of Fire,tt0330373,674,harrypotter4,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Goblet_of_Fire_(film)
http://www.wikidata.org/entity/Q94448,My Girlfriend Is an Agent,tt1432078,18374,,https://en.wikipedia.org/wiki/My_Girlfriend_Is_an_Agent
http://www.wikidata.org/entity/Q129051,Lines of Wellington,tt1928329,122198,,https://en.wikipedia.org/wiki/Lines_of_Wellington
http://www.wikidata.org/entity/Q94286,"The Butcher, the Chef and the Swordsman",tt1722513,58679,butcherchefswordsman,"https://en.wikipedia.org/wiki/The_Butcher,_the_Chef_and_the_Swordsman"
http://www.wikidata.org/entity/Q116235,The Beautiful City,tt0424434,89065,,https://en.wikipedia.org/wiki/The_Beautiful_City
http://www.wikidata.org/entity/Q116468,Runaway,tt0088024,9507,runaway,https://en.wikipedia.org/wiki/Runaway_(1984_American_film)
http://www.wikidata.org/entity/Q93701,The Man from Earth,tt0756683,13363,,https://en.wikipedia.org/wiki/The_Man_from_Earth
http://www.wikidata.org/entity/Q93868,Material Girls,tt0433412,10118,materialgirls,https://en.wikipedia.org/wiki/Material_Girls
http://www.wikidata.org/entity/Q73627,Cirque du Soleil: Worlds Away,tt1792647,94352,cirquedusoleil,https://en.wikipedia.org/wiki/Cirque_du_Soleil:_Worlds_Away
http://www.wikidata.org/entity/Q93876,The Condemned,tt0443473,14636,condemned,https://en.wikipedia.org/wiki/The_Condemned
http://www.wikidata.org/entity/Q129044,"Max, Mon Amour",tt0091498,64097,,"https://en.wikipedia.org/wiki/Max,_Mon_Amour"
http://www.wikidata.org/entity/Q73803,Rust and Bone,tt2053425,97365,rustandbone,https://en.wikipedia.org/wiki/Rust_and_Bone
http://www.wikidata.org/entity/Q130868,Some Kind of Wonderful,tt0094006,15143,somekindofwonderful,https://en.wikipedia.org/wiki/Some_Kind_of_Wonderful_(film)
http://www.wikidata.org/entity/Q75546,A Lot Like Love,tt0391304,8976,lotlikelove,https://en.wikipedia.org/wiki/A_Lot_like_Love
http://www.wikidata.org/entity/Q130297,Metroland,tt0119665,30950,metroland,https://en.wikipedia.org/wiki/Metroland_(film)
http://www.wikidata.org/entity/Q130293,L'avaro,tt0096859,82471,,https://en.wikipedia.org/wiki/The_Miser_(1990_film)
http://www.wikidata.org/entity/Q130147,Putih Abu-Abu dan Sepatu Kets,tt1537886,646506,,https://en.wikipedia.org/wiki/Putih_Abu-Abu_dan_Sepatu_Kets
http://www.wikidata.org/entity/Q129873,The Tenant,tt0074811,11482,tenant,https://en.wikipedia.org/wiki/The_Tenant
http://www.wikidata.org/entity/Q76827,Intimacy,tt0256103,11845,intimacy,https://en.wikipedia.org/wiki/Intimacy_(2001_film)
http://www.wikidata.org/entity/Q117698,Beyond the Mat,tt0218043,14271,beyondthemat,https://en.wikipedia.org/wiki/Beyond_the_Mat
http://www.wikidata.org/entity/Q129988,Il malato immaginario,tt0079513,71778,,https://en.wikipedia.org/wiki/Il_malato_immaginario
http://www.wikidata.org/entity/Q105387,Independence Day,tt0116629,602,independenceday,https://en.wikipedia.org/wiki/Independence_Day_(1996_film)
http://www.wikidata.org/entity/Q118713,Freaky Friday,tt0322330,10330,freakyfriday03,https://en.wikipedia.org/wiki/Freaky_Friday_(2003_film)
http://www.wikidata.org/entity/Q76582,The Chess Players,tt0076696,80556,,https://en.wikipedia.org/wiki/The_Chess_Players_(film)
http://www.wikidata.org/entity/Q129869,Torrente 4: Lethal Crisis,tt1417108,59117,,https://en.wikipedia.org/wiki/Torrente_4:_Lethal_Crisis
http://www.wikidata.org/entity/Q129657,Gantz,tt1525835,56832,,https://en.wikipedia.org/wiki/Gantz_(film)
http://www.wikidata.org/entity/Q117696,Remember the Titans,tt0210945,10637,rememberthetitans,https://en.wikipedia.org/wiki/Remember_the_Titans
http://www.wikidata.org/entity/Q105031,Home Alone,tt0099785,771,homealone,https://en.wikipedia.org/wiki/Home_Alone
http://www.wikidata.org/entity/Q105598,Die Hard,tt0095016,562,diehard,https://en.wikipedia.org/wiki/Die_Hard
http://www.wikidata.org/entity/Q118707,Passion Despair,tt1961458,280246,,https://en.wikipedia.org/wiki/Passion_Despair
http://www.wikidata.org/entity/Q130142,Miller's Crossing,tt0100150,379,millerscrossing,https://en.wikipedia.org/wiki/Miller%27s_Crossing
http://www.wikidata.org/entity/Q118114,Lion's Den,tt1022606,8900,,https://en.wikipedia.org/wiki/Lion%27s_Den_(2008_film)
http://www.wikidata.org/entity/Q77009,Paparazzi,tt0338325,15644,paparazzi,https://en.wikipedia.org/wiki/Paparazzi_(2004_film)
http://www.wikidata.org/entity/Q129874,Wrong,tt1901040,83186,wrong2013,https://en.wikipedia.org/wiki/Wrong_(film)
http://www.wikidata.org/entity/Q77013,Night of the Creeps,tt0091630,15762,nightofthecreeps,https://en.wikipedia.org/wiki/Night_of_the_Creeps
http://www.wikidata.org/entity/Q77151,Last Stop 174,tt1280567,20268,,https://en.wikipedia.org/wiki/Last_Stop_174
http://www.wikidata.org/entity/Q118375,Fried Green Tomatoes,tt0101921,1633,friedgreentomatoes,https://en.wikipedia.org/wiki/Fried_Green_Tomatoes
http://www.wikidata.org/entity/Q79503,Juno,tt0467406,7326,juno,https://en.wikipedia.org/wiki/Juno_(film)
http://www.wikidata.org/entity/Q130271,Live and Become,tt0388505,1986,,https://en.wikipedia.org/wiki/Live_and_Become
http://www.wikidata.org/entity/Q129637,Boystown,tt0856776,26641,,https://en.wikipedia.org/wiki/Boystown_(film)
http://www.wikidata.org/entity/Q117934,The Tour,tt0996982,17094,,https://en.wikipedia.org/wiki/The_Tour_(film)
http://www.wikidata.org/entity/Q75539,Just like Heaven,tt0425123,9007,justlikeheaven,https://en.wikipedia.org/wiki/Just_like_Heaven_(2005_film)
http://www.wikidata.org/entity/Q119341,Dragonfly,tt0259288,10052,dragonfly,https://en.wikipedia.org/wiki/Dragonfly_(2002_film)
http://www.wikidata.org/entity/Q118914,Virus,tt0120458,9423,virus,https://en.wikipedia.org/wiki/Virus_(1999_film)
http://www.wikidata.org/entity/Q129813,Enduring Love,tt0375735,9391,enduringlove,https://en.wikipedia.org/wiki/Enduring_Love_(film)
http://www.wikidata.org/entity/Q118985,The Bride,tt0088851,29077,bride,https://en.wikipedia.org/wiki/The_Bride_(1985_film)
http://www.wikidata.org/entity/Q129959,Beethoven's 3rd,tt0206588,24476,,https://en.wikipedia.org/wiki/Beethoven%27s_3rd_(film)
http://www.wikidata.org/entity/Q75000,Lobos de Arga,tt1650555,100270,,https://en.wikipedia.org/wiki/Lobos_de_Arga
http://www.wikidata.org/entity/Q105801,Stargate,tt0111282,2164,stargate,https://en.wikipedia.org/wiki/Stargate_(film)
http://www.wikidata.org/entity/Q121810,Grown Ups,tt1375670,38365,grownups,https://en.wikipedia.org/wiki/Grown_Ups_(film)
http://www.wikidata.org/entity/Q80379,The Hobbit: An Unexpected Journey,tt0903624,49051,hobbit,https://en.wikipedia.org/wiki/The_Hobbit:_An_Unexpected_Journey
http://www.wikidata.org/entity/Q80289,One Night with the King,tt0430431,15005,onenightwiththeking,https://en.wikipedia.org/wiki/One_Night_with_the_King
http://www.wikidata.org/entity/Q106316,Dead Poets Society,tt0097165,207,deadpoetssociety,https://en.wikipedia.org/wiki/Dead_Poets_Society
http://www.wikidata.org/entity/Q80318,Ken Park,tt0209077,7090,,https://en.wikipedia.org/wiki/Ken_Park
http://www.wikidata.org/entity/Q105993,Die Hard 2,tt0099423,1573,diehard2,https://en.wikipedia.org/wiki/Die_Hard_2
http://www.wikidata.org/entity/Q106182,X-Men,tt0120903,36657,xmen,https://en.wikipedia.org/wiki/X-Men_(film)
http://www.wikidata.org/entity/Q120105,The Woodsman,tt0361127,9692,woodsman,https://en.wikipedia.org/wiki/The_Woodsman_(film)
http://www.wikidata.org/entity/Q131074,The Lord of the Rings: The Return of the King,tt0167260,122,returnoftheking,https://en.wikipedia.org/wiki/The_Lord_of_the_Rings:_The_Return_of_the_King
http://www.wikidata.org/entity/Q105624,The Bourne Identity,tt0258463,2501,bourneidentity,https://en.wikipedia.org/wiki/The_Bourne_Identity_(2002_film)
http://www.wikidata.org/entity/Q131840,Eleni,tt0089079,42834,eleni,https://en.wikipedia.org/wiki/Eleni_(film)
http://www.wikidata.org/entity/Q119526,In the House,tt1964624,121875,inthehouse,https://en.wikipedia.org/wiki/In_the_House_(film)
http://www.wikidata.org/entity/Q119889,Aliens in the Attic,tt0775552,20856,aliensintheattic,https://en.wikipedia.org/wiki/Aliens_in_the_Attic
http://www.wikidata.org/entity/Q80246,Tulips,tt0083236,374956,,https://en.wikipedia.org/wiki/Tulips_(film)
http://www.wikidata.org/entity/Q80204,Anna Karenina,tt1781769,96724,annakarenina2012,https://en.wikipedia.org/wiki/Anna_Karenina_(2012_film)
http://www.wikidata.org/entity/Q150804,The Pianist,tt0253474,423,pianist,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
http://www.wikidata.org/entity/Q122113,Super,tt1512235,45132,super2011,https://en.wikipedia.org/wiki/Super_(2010_American_film)
http://www.wikidata.org/entity/Q131390,300,tt0416449,1271,300,https://en.wikipedia.org/wiki/300_(film)
http://www.wikidata.org/entity/Q120484,Fair Game,tt0113010,11859,fairgame,https://en.wikipedia.org/wiki/Fair_Game_(1995_film)
http://www.wikidata.org/entity/Q119704,Pedar,tt0117315,47100,,https://en.wikipedia.org/wiki/The_Father_(1996_film)
http://www.wikidata.org/entity/Q122713,Insidious,tt1591095,49018,insidious,https://en.wikipedia.org/wiki/Insidious_(film)
http://www.wikidata.org/entity/Q131834,Pin,tt0095871,41966,,https://en.wikipedia.org/wiki/Pin_(film)
http://www.wikidata.org/entity/Q122652,Krabat,tt0772181,4627,,https://en.wikipedia.org/wiki/Krabat_(film)
http://www.wikidata.org/entity/Q122623,Men of War,tt0110490,38940,,https://en.wikipedia.org/wiki/Men_of_War_(film)
http://www.wikidata.org/entity/Q80227,Repentance,tt0093754,96920,,https://en.wikipedia.org/wiki/Repentance_(1987_film)
http://www.wikidata.org/entity/Q80557,Illustrious Corpses,tt0074262,62789,,https://en.wikipedia.org/wiki/Illustrious_Corpses
http://www.wikidata.org/entity/Q131842,The Legend of the 7 Golden Vampires,tt0070297,26480,,https://en.wikipedia.org/wiki/The_Legend_of_the_7_Golden_Vampires
http://www.wikidata.org/entity/Q123259,Abraham's Valley,tt0108471,107693,,https://en.wikipedia.org/wiki/Abraham%27s_Valley
