,movie_id,imdb_id,original_title,revenue_usd_adj,budget_usd_adj,ratio_adj
1496,172705,tt2589132,Habibie & Ainun,9639.002369399896,104366.86537975728,0.0923569212731136
1497,145091,tt1426386,Lost Angels: Skid Row Is My Home,15327.823788949188,382398.9302856346,0.0400833333333333
1498,37567,tt0119098,Fall,93478.20080996884,1823395.6386292835,0.0512659999999999
1503,39023,tt0946998,Kala,6472.956902123061,846876.175593946,0.0076433333333333
1507,215653,tt2388819,Yozgat Blues,61389.74954605356,1256261.8852406235,0.048867
1513,40664,tt1379689,Kuulustelu,101350.29638244216,1045810.8688477976,0.0969107315686085
1516,150088,tt2388755,1812. Уланская баллада,1538255.7822504072,19119946.51428173,0.0804529333333333
1523,128276,tt2081311,May I Kill U?,15792.468159359882,2025705.9585459973,0.0077960318439776
1527,80079,tt2411128,チベット犬物語 ～金色のドージェ～,239226.42500855788,12078314.815638904,0.0198062750193271
1528,93407,tt0412412,Animal,31895.349078341013,19694647.5422427,0.0016194932663775
1531,126304,tt1653653,Corações Sujos,281181.75742833,5049809.863106178,0.055681652389061
1538,110555,tt1543701,ქუჩის დღეები,4647.724735847672,939476.5564809038,0.0049471428571428
1548,223605,tt0851471,Sir Billi,20188.1141928796,6653741.386970042,0.0030340996168582
1549,259014,tt2406306,A Bit of Bad Luck,22361.77131910652,1236208.2657474994,0.0180889999999999
1552,371429,tt5756242,மருது,9162.273058702454,1807193.1250546856,0.0050698914973048
1554,314952,tt4393278,Что творят мужчины! 2,95988.8940455748,2469485.3111802107,0.03887
1558,408248,tt4538016,Unless,1861.9631302420344,27904035.485631667,6.672737823892159e-05
1559,539315,tt8751976,தேவ்,82474.59463265233,8845393.406047946,0.0093240165639508
1563,412326,tt6054058,ఖైదీ నెం.150,34617.867677056136,10509454.52386586,0.0032939737831723
1570,555630,tt2700194,Пришелец,260231.92099383925,5594204.86087604,0.046518125
1571,465242,tt6079186,Pieds nus dans l'aube,19999.444782147515,4908373.078124999,0.0040745567754982
1572,547454,tt6529772,Never Heard,122689.07081443368,4661837.384063368,0.0263177499999999
1573,509594,tt6205996,The Crossbreed,12661.550335116106,582729.673007921,0.0217279999999999
1576,495362,tt7711342,అజ్ఞాతవాసి,212988.86094374108,16353527.41520547,0.0130240317905789
1577,504589,tt8726008,Alice T.,4936.0211533421725,1669385.9352374468,0.0029567885107646
1578,494061,tt6816070,హలో!,26678.263605580934,7457383.562234823,0.0035774294540357
1582,11445,tt0443526,Gypo,33741.48814644137,806851.1836405529,0.0418187254732627
1583,53128,tt1334328,Ψυχή Βαθιά,2903065.246880491,4.092371012925509,709384.6666666666
1584,188652,tt1754633,The Ghastly Love of Johnny X,3060.2539524461595,2512523.7704812475,0.001218
1586,61769,tt1236250,Gigola,32324.704089775096,18789531.129618075,0.0017203571428571
1588,21455,tt0977637,Arte de Roubar,217484.6270372452,3471576.66172789,0.0626472200469851
1593,44021,tt1353793,La Famille Wolberg,3910.9425646858112,3546721.544535441,0.0011026923076923
1594,101736,tt6861726,జై లవ కుశ,234064.3037287859,9211778.174139196,0.0254092423095781
1597,117377,tt2106420,Flimmer,30237.55808078608,3773722.9634703,0.0080126597456904
1601,44254,tt1009017,The Minis,88867.74102079394,1359270.4235426353,0.0653789999999999
1603,93091,tt1663631,Crazy Eyes,7827.7061029469405,12746631.009521153,0.0006141
1604,128129,tt1937419,London: The Modern Babylon,35969.718045767746,2103194.1165709905,0.0171024242424242
1606,46902,tt0462579,The Treatment,117650.8612340963,1270314.2633909192,0.0926155555555555
1607,22014,tt0307913,Abouna,25175.813118399103,1467602.1945525291,0.01715438503148
1609,64973,tt0428959,"Peace, Propaganda & the Promised Land",7387.55325140809,104894.26523297488,0.0704285714285714
1610,50990,tt1380174,Paha perhe,204479.7567368015,2999023.9057856696,0.0681821029643419
1612,48402,tt0433686,Nachtrit,377418.9786954365,5457231.852678572,0.0691594179767509
1617,52645,tt1806959,மன்மதன் அம்பு,981487.263867997,14866301.187722417,0.0660209457264712
1618,85757,tt0399692,Steve + Sky,966.7375330862887,1490077.1784012704,0.0006487835308796
1619,98557,tt1653002,Dysfunctional Friends,17266.586365497355,6373315.504760576,0.0027092
1630,89750,tt2035599,"Pink Ribbons, Inc.",34618.11531126216,1572516.9592645117,0.0220144622970893
1632,23200,tt0457475,Silent Partner,182553.48374295956,5394562.211981566,0.0338402777777777
1633,310630,tt2662716,Montanha,32782.41750591729,672132.1645704738,0.0487737668779277
1636,290217,tt3956312,同桌的你,90307644.46404432,5928569.278415619,15.232620253394186
1638,287915,tt1800351,One Night in Istanbul,165142.5898046769,7417249.594484995,0.0222646666666666
1641,354150,tt4024210,unINDIAN,100795.74720378706,4704454.715041537,0.0214255962293596
1644,413308,tt1668016,Een echte Vermeer,139795.99672092896,5261490.784852108,0.0265696553386358
1645,433082,tt4838486,Fuglene over sundet,1129.127608778077,1262062.265267263,0.000894668702054
1647,444935,tt5332158,Como una novia sin sexo,5260.320198994195,487744.1074635322,0.010785
1648,466147,tt7286562,జయ జానకి నాయక,15670.271193701044,6626286.104765012,0.0023648648648648
1650,542559,tt7406704,Last Summer,2524.101726140884,1207854.2207919203,0.0020897403698982
1651,419324,tt5460986,The Guv'nor,1155.9535346885716,1219360.2686588308,0.000948
1652,548786,tt3956336,American Dresser,4539.464152731704,20978268.22828515,0.0002163888888888
1653,562696,tt9077038,Monster,22556.65510821139,1144717.3361183146,0.019705
1655,658397,tt6032704,Apparition,200369.03307947755,1.1447173361183147,175037.99999999997
1656,614195,tt9437360,Crímenes imposibles,13563.75571566591,457886.9344473258,0.0296225
1657,616473,tt10419266,BoBoiBoy Movie 2,64384.6265699746,1927373.170713104,0.0334053765759088
1660,51728,tt1753640,क्रूक,36699.98062424331,4026328.0992038734,0.009115
1667,51832,tt1655424,Paam Hayiti,3918.95934989177,2885535.1377627766,0.0013581395348837
1669,58687,tt0864921,Un château en Espagne,647261.4680938026,9960733.66372043,0.0649813045851528
1672,76975,tt2187114,சமர்,13984.707306498622,10782441.741759207,0.0012969889048727
1673,51953,tt0237994,15 Février 1839,72040.0605590062,3406274.504658385,0.0211492234288472
1675,18166,tt0395424,3 Needles,18471.88010752688,3822162.710880696,0.0048328345768593
1676,40522,tt1406161,Je suis heureux que ma mère soit vivante,42478.81111416678,8501165.51669409,0.0049968220276089
1679,31250,tt0830861,Kis Vuk,218377.66770551263,10004909.952485569,0.0218270497928129
1682,25729,tt0479767,Азирис нуна,201040.6297123016,5080815.972222222,0.0395685714285714
1685,46890,tt0339450,Nimed marmortahvlil,135203.68182323512,2488772.932768204,0.0543254388711352
1686,187442,tt2842470,¡Asu Mare!,14890203.28571367,879383.3196684365,16.93255142857143
1689,53846,tt1252595,Ghosted,2428.140134335802,1419561.6569636003,0.0017104858548585
1691,30262,tt1268158,1 Day,222510.39671478575,4522627.895864116,0.0491993597170062
1693,166823,tt0459080,爆転シュート ベイブレード THE MOVIE 激闘!! タカオVS大地,5783123.082379099,81338243.46859366,0.07109968
1698,17073,tt1058058,American Swing,40990.158892351705,679635.2117713176,0.0603119999999999
1700,91445,tt0096241,The Telephone,247329.345646661,5442442.94167371,0.0454445454545454
1701,47325,tt1364478,Casanegra,122678.36997813896,2197603.233940998,0.0558237119801365
1702,73682,tt0819895,Hîrtia va fi albastrã,25286.495262896824,1305769.704861111,0.0193652028904947
1703,50036,tt1217426,Easier with Practice,2125.304679379314,1364123.6709751696,0.001558
1705,14152,tt0267024,Thru the Moebius Strip,412408.2871479774,28890741.26162314,0.014274756172345
1707,59914,tt1298831,La blonde aux seins nus,86647.92280423376,8979347.821064312,0.0096496899920693
1715,238408,tt2437954,Singh Saab the Great,488211.0063659817,5994474.687517439,0.0814435011932914
1716,244776,tt2723576,The Sleepwalker,6195.875827926467,1359829.092322249,0.0045563636363636
1717,349948,tt3591696,The Dark Below,8651.361106134404,914520.201494123,0.00946
1721,363056,tt4066836,Miles,3028.988801403394,477570.16971279366,0.0063425
1722,241693,tt3316302,看見台灣,224378.42279905733,4271290.40981812,0.0525317647058823
1723,414597,tt4606770,Kút,41498.48802326598,921463.2388638664,0.0450354243913541
1725,479379,tt6109080,Une part d'ombre,158584.05321237558,1881296.130932232,0.0842951041066528
1726,404245,tt4528454,Starfish,47569.6828009183,1481323.9706966877,0.0321129501324045
1727,456711,tt3945864,یلغار,230475.36390339423,3581776.2728459523,0.0643466666666666
1729,498580,tt8042248,காஞ்சனா 3,127575.3129583778,6598385.39243987,0.019334322773045
1730,513865,tt7054868,No me digas Solterona,14642.831223343035,407910.7711055446,0.0358971428571428
1732,421833,tt4660172,Brave New Jersey,19752.302219321147,5969627.121409921,0.0033088
1733,497536,tt7717440,๙ ศาสตรา,457203.87414528464,8375518.813553585,0.0545881257415862
1734,429762,tt3719948,The Butterfly Tree,8228.534024151435,3581776.2728459523,0.0022973333333333
1735,535105,tt6251504,10 Segundos Para Vencer,103933.33355900072,2.330918692031684,44589.0
1736,600301,tt10337550,Los hipócritas,631.8839695373097,240390.64058484609,0.0026285714285714
1737,120884,tt1854569,追凶,595684.4829786492,6373315.504760576,0.0934654
1738,30860,tt0419952,06/05,98260.19438856536,4146746.283748014,0.0236957333931106
1744,79570,tt0387057,Beat the Drum,1423.512092391304,2385774.456521739,0.0005966666666666
1745,57311,tt1566948,"Thelma, Louise et Chantal",40205.57028928348,6224622.714807204,0.0064591176254975
1749,36401,tt0357037,Pornografia,60175.59385869565,3599662.862065217,0.0167170082767616
1751,127848,tt2188723,Uskyld,324590.4093312543,6368098.30868838,0.0509713251267487
1755,136741,tt1852040,Myn Bala,2768.5682552679946,15295957.211425385,0.000181
1756,54915,tt0385716,Les Gaous,199272.6067391304,12590590.685869563,0.0158271054719278
1759,75981,tt0877621,La France,168229.12936115207,3569329.0172758047,0.0471318638732689
1761,60727,tt1024770,The People I've Slept With,26105.23469145182,4092371.012925509,0.006379
1762,67635,tt2224902,சகுனி,155948.65708598655,5575749.879853132,0.0279690912337147
1763,85430,tt0416773,Girl Play,17852.10992588671,1549258.8671254632,0.0115229999999999
1764,20296,tt0454431,Chocolate: Deep Dark Secrets,73425.98566308242,4067850.55437788,0.0180503154384716
1766,80115,tt1157549,Cea mai fericită fată din lume,13638.508462409747,1134596.2220968876,0.0120205833553754
1769,52473,tt0424789,Allegro,15296.580849974396,2418096.0281362003,0.0063258781586786
1770,139408,tt0114534,The Stars Fell on Henrietta,190721.18956692916,24964009.1863517,0.0076398461538461
1772,112377,tt1814672,Dans la Tourmente,68830.53278831328,12158373.988431752,0.0056611626566021
1776,195763,tt0356696,跑吧孩子,83373.27415760868,1443110.434293478,0.0577733153169437
1777,69510,tt3107246,இரண்டாம் உலகம்,38778.29187360757,9990790.727108436,0.0038814036779279
1781,39928,tt0455115,H6: Diario de un asesino,98225.98694316436,2449311.06298003,0.040103516628735
1785,3097,tt0307596,"The Tulse Luper Suitcases, Part 1: The Moab Story",143259.39404891303,15905163.043478258,0.0090071
1787,268108,tt3569978,At Li Layla,1947.0280185523116,844824.728811841,0.0023046532045654
1788,371425,tt5328784,பெங்களூர் நாட்கள்,8875.723395567627,1801231.6727012126,0.0049275856793352
1790,367499,tt4121640,Lobos sucios,156596.34250251035,1939782.702587841,0.0807288065274512
1794,253029,tt2572270,Akte Grüninger,39302.769392910246,3017790.823470026,0.013023689079854
1795,364023,tt5285050,பசங்க 2,29575.79082934979,372977.4792314475,0.0792964521351081
1798,277541,tt3400460,Foodies,11495.500663185996,353839.8919049067,0.0324878594137581
1801,504800,tt7858408,Locos de Amor 2,13530.983007243924,932367.4768126734,0.0145125
1805,467649,tt7159382,ఫిదా,80360.7324575718,2779130.058236781,0.0289157868734494
1806,416569,tt4805816,Syysprinssi,170583.62414429575,1878156.234609824,0.0908250447970498
1811,411545,tt3300932,Gibby,12108.247467782188,2194848.483585895,0.0055166666666666
1812,607528,tt9179230,"Ser du månen, Daniel",65549.94881814305,6968575.531767172,0.0094065061818337
1814,55728,tt0095875,Plain Clothes,715738.1450972104,18553782.755705837,0.0385764
1815,8,tt0825671,Life in Loops (A Megacities RMX),2716.059052579365,171252.53149801586,0.0158599643977282
1816,29358,tt0839967,Restul e tăcere,141256.7416849742,5092276.925100904,0.0277394069023799
1817,118984,tt1704161,33 Postcards,9818.961073891143,4136049.026602768,0.0023739953300205
1819,161040,tt2358412,David,22396.63689006984,11807473.551878672,0.0018968187217752
1820,57218,tt0369258,Bal-Can-Can,16381.487250384022,1981632.4889912952,0.0082666626336564
1821,60242,tt1309000,Álom.net,231172.5820254781,4774432.848413094,0.0484188571428571
1827,71559,tt1646985,Un poison violent,118312.30908573944,3568937.227134313,0.0331505716004813
1831,130119,tt2112204,Mobile Home,99748.7609650078,4637288.094418843,0.0215101496680914
1834,84093,tt1756384,A vizsga,2560.449899750599,494395.81397623353,0.005178947368421
1836,30132,tt0487203,Cow-boy,1422512.026748078,16205822.496165752,0.0877778358416945
1838,4826,tt0366900,Piazza delle cinque lune,771397.226576087,29178975.913043477,0.0264367477760334
1842,74848,tt1642191,Chez Gino,860097.7954912221,12810315.9567705,0.0671410290264264
1843,96246,tt1945087,In Our Nature,8340.120669529691,1274663.1009521156,0.0065429999999999
1846,74929,tt1582196,Big Fat Gypsy Gangster,979.6843366423784,2670568.761064111,0.000366844827561
1847,35637,tt1017428,Captain Abu Raed,114117.9761215769,2822920.585313154,0.0404254999999999
1855,330414,tt5128266,பத்து எண்றதுக்குள்ள,37780.65577574604,7583680.733280735,0.0049818362750882
1859,348660,tt4675926,De standhaftige,300936.89494473074,4434179.229772464,0.0678675532382963
1861,329864,tt2049630,Unfreedom,4664.857752819417,1852113.9833851575,0.0025186666666666
1862,383064,tt2207112,La route d'Istanbul,85995.38294716402,3953409.863045661,0.0217522052927024
1863,412199,tt4335804,La mujer del animal,76831.89052819292,2438720.5373176616,0.031505
1864,420329,tt4947672,Caffè,192272.3852429304,3260081.614286249,0.0589777827648114
1865,534530,tt7765910,అరవింద సమేత వీర రాఘవ,499704.6801164443,1.1654593460158418,428762.0
1866,559700,tt7099566,Alcatraz,23707.774016654254,291364.8365039605,0.081368
1868,437848,tt5193790,Another Mother's Son,764072.8720014687,37241235.83659024,0.020516850604908
1870,528769,tt8406750,Rabbia furiosa: Er Canaro,36229.46923024846,2482987.8274998306,0.0145910780669145
1874,8896,tt0910860,Delta,45100.59265314463,2841011.112246462,0.0158748385244725
1877,38848,tt0446442,Quelques jours en septembre,684959.3178323413,18571108.2093254,0.0368830610490111
1878,61783,tt0810809,Congorama,69161.51867559523,7258308.531746031,0.0095286
